Time_Index,NG,None
228,2.34,0.0
229,2.34,0.0
230,2.34,0.0
231,2.34,0.0
232,2.34,0.0
233,2.34,0.0
234,2.34,0.0
235,2.34,0.0
236,2.34,0.0
237,2.34,0.0
238,2.34,0.0
239,2.34,0.0
240,2.34,0.0
241,2.34,0.0
242,2.34,0.0
243,2.34,0.0
244,2.34,0.0
245,2.34,0.0
246,2.34,0.0
247,2.34,0.0
248,2.34,0.0
249,2.34,0.0
250,2.34,0.0
251,2.34,0.0
252,2.34,0.0
253,2.34,0.0
254,2.34,0.0
255,2.34,0.0
256,2.34,0.0
257,2.34,0.0
258,2.34,0.0
259,2.34,0.0
260,2.34,0.0
261,2.34,0.0
262,2.34,0.0
263,2.34,0.0
264,2.34,0.0
265,2.34,0.0
266,2.34,0.0
267,2.34,0.0
268,2.34,0.0
269,2.34,0.0
270,2.34,0.0
271,2.34,0.0
272,2.34,0.0
273,2.34,0.0
274,2.34,0.0
275,2.34,0.0
276,2.34,0.0
277,2.34,0.0
278,2.34,0.0
279,2.34,0.0
280,2.34,0.0
281,2.34,0.0
282,2.34,0.0
283,2.34,0.0
284,2.34,0.0
285,2.34,0.0
286,2.34,0.0
287,2.34,0.0
288,2.34,0.0
289,2.34,0.0
290,2.34,0.0
291,2.34,0.0
292,2.34,0.0
293,2.34,0.0
294,2.34,0.0
295,2.34,0.0
296,2.34,0.0
297,2.34,0.0
298,2.34,0.0
299,2.34,0.0
300,2.34,0.0
301,2.34,0.0
302,2.34,0.0
303,2.34,0.0
304,2.34,0.0
305,2.34,0.0
306,2.34,0.0
307,2.34,0.0
308,2.34,0.0
309,2.34,0.0
310,2.34,0.0
311,2.34,0.0
312,2.34,0.0
313,2.34,0.0
314,2.34,0.0
315,2.34,0.0
316,2.34,0.0
317,2.34,0.0
318,2.34,0.0
319,2.34,0.0
320,2.34,0.0
321,2.34,0.0
322,2.34,0.0
323,2.34,0.0
324,2.34,0.0
325,2.34,0.0
326,2.34,0.0
327,2.34,0.0
328,2.34,0.0
329,2.34,0.0
330,2.34,0.0
331,2.34,0.0
332,2.34,0.0
333,2.34,0.0
334,2.34,0.0
335,2.34,0.0
336,2.34,0.0
337,2.34,0.0
338,2.34,0.0
339,2.34,0.0
340,2.34,0.0
341,2.34,0.0
342,2.34,0.0
343,2.34,0.0
344,2.34,0.0
345,2.34,0.0
346,2.34,0.0
347,2.34,0.0
348,2.34,0.0
349,2.34,0.0
350,2.34,0.0
351,2.34,0.0
352,2.34,0.0
353,2.34,0.0
354,2.34,0.0
355,2.34,0.0
356,2.34,0.0
357,2.34,0.0
358,2.34,0.0
359,2.34,0.0
360,2.34,0.0
361,2.34,0.0
362,2.34,0.0
363,2.34,0.0
364,2.34,0.0
365,2.34,0.0
366,2.34,0.0
367,2.34,0.0
368,2.34,0.0
369,2.34,0.0
370,2.34,0.0
371,2.34,0.0
372,2.34,0.0
373,2.34,0.0
374,2.34,0.0
375,2.34,0.0
376,2.34,0.0
377,2.34,0.0
378,2.34,0.0
379,2.34,0.0
380,2.34,0.0
381,2.34,0.0
382,2.34,0.0
383,2.34,0.0
384,2.34,0.0
385,2.34,0.0
386,2.34,0.0
387,2.34,0.0
388,2.34,0.0
389,2.34,0.0
390,2.34,0.0
391,2.34,0.0
392,2.34,0.0
393,2.34,0.0
394,2.34,0.0
395,2.34,0.0
396,2.34,0.0
397,2.34,0.0
398,2.34,0.0
399,2.34,0.0
400,2.34,0.0
401,2.34,0.0
402,2.34,0.0
403,2.34,0.0
404,2.34,0.0
405,2.34,0.0
406,2.34,0.0
407,2.34,0.0
408,2.34,0.0
409,2.34,0.0
410,2.34,0.0
411,2.34,0.0
412,2.34,0.0
413,2.34,0.0
414,2.34,0.0
415,2.34,0.0
416,2.34,0.0
417,2.34,0.0
418,2.34,0.0
419,2.34,0.0
420,2.34,0.0
421,2.34,0.0
422,2.34,0.0
423,2.34,0.0
424,2.34,0.0
425,2.34,0.0
426,2.34,0.0
427,2.34,0.0
428,2.34,0.0
429,2.34,0.0
430,2.34,0.0
431,2.34,0.0
432,2.34,0.0
433,2.34,0.0
434,2.34,0.0
435,2.34,0.0
436,2.34,0.0
437,2.34,0.0
438,2.34,0.0
439,2.34,0.0
440,2.34,0.0
441,2.34,0.0
442,2.34,0.0
443,2.34,0.0
444,2.34,0.0
445,2.34,0.0
446,2.34,0.0
447,2.34,0.0
448,2.34,0.0
449,2.34,0.0
450,2.34,0.0
451,2.34,0.0
452,2.34,0.0
453,2.34,0.0
454,2.34,0.0
455,2.34,0.0
456,2.34,0.0
457,2.34,0.0
458,2.34,0.0
459,2.34,0.0
460,2.34,0.0
461,2.34,0.0
462,2.34,0.0
463,2.34,0.0
464,2.34,0.0
465,2.34,0.0
466,2.34,0.0
467,2.34,0.0
468,2.34,0.0
469,2.34,0.0
470,2.34,0.0
471,2.34,0.0
472,2.34,0.0
473,2.34,0.0
474,2.34,0.0
475,2.34,0.0
476,2.34,0.0
477,2.34,0.0
478,2.34,0.0
479,2.34,0.0
480,2.34,0.0
481,2.34,0.0
482,2.34,0.0
483,2.34,0.0
484,2.34,0.0
485,2.34,0.0
486,2.34,0.0
487,2.34,0.0
488,2.34,0.0
489,2.34,0.0
490,2.34,0.0
491,2.34,0.0
492,2.34,0.0
493,2.34,0.0
494,2.34,0.0
495,2.34,0.0
496,2.34,0.0
497,2.34,0.0
498,2.34,0.0
499,2.34,0.0
500,2.34,0.0
501,2.34,0.0
502,2.34,0.0
503,2.34,0.0
504,2.34,0.0
505,2.74,0.0
506,2.74,0.0
507,2.74,0.0
508,2.74,0.0
509,2.74,0.0
510,2.74,0.0
511,2.74,0.0
512,2.74,0.0
513,2.74,0.0
514,2.74,0.0
515,2.74,0.0
516,2.74,0.0
517,2.74,0.0
518,2.74,0.0
519,2.74,0.0
520,2.74,0.0
521,2.74,0.0
522,2.74,0.0
523,2.74,0.0
524,2.74,0.0
525,2.74,0.0
526,2.74,0.0
527,2.74,0.0
528,2.74,0.0
529,2.74,0.0
530,2.74,0.0
531,2.74,0.0
532,2.74,0.0
533,2.74,0.0
534,2.74,0.0
535,2.74,0.0
536,2.74,0.0
537,2.74,0.0
538,2.74,0.0
539,2.74,0.0
540,2.74,0.0
541,2.74,0.0
542,2.74,0.0
543,2.74,0.0
544,2.74,0.0
545,2.74,0.0
546,2.74,0.0
547,2.74,0.0
548,2.74,0.0
549,2.74,0.0
550,2.74,0.0
551,2.74,0.0
552,2.74,0.0
553,2.74,0.0
554,2.74,0.0
555,2.74,0.0
556,2.74,0.0
557,2.74,0.0
558,2.74,0.0
559,2.74,0.0
560,2.74,0.0
561,2.74,0.0
562,2.74,0.0
563,2.74,0.0
564,2.74,0.0
565,2.74,0.0
566,2.74,0.0
567,2.74,0.0
568,2.74,0.0
569,2.74,0.0
570,2.74,0.0
571,2.74,0.0
572,2.74,0.0
573,2.74,0.0
574,2.74,0.0
575,2.74,0.0
576,2.74,0.0
577,2.74,0.0
578,2.74,0.0
579,2.74,0.0
580,2.74,0.0
581,2.74,0.0
582,2.74,0.0
583,2.74,0.0
584,2.74,0.0
585,2.74,0.0
586,2.74,0.0
587,2.74,0.0
588,2.74,0.0
589,2.74,0.0
590,2.74,0.0
591,2.74,0.0
592,2.74,0.0
593,2.74,0.0
594,2.74,0.0
595,2.74,0.0
596,2.74,0.0
597,2.74,0.0
598,2.74,0.0
599,2.74,0.0
600,2.74,0.0
601,2.74,0.0
602,2.74,0.0
603,2.74,0.0
604,2.74,0.0
605,2.74,0.0
606,2.74,0.0
607,2.74,0.0
608,2.74,0.0
609,2.74,0.0
610,2.74,0.0
611,2.74,0.0
612,2.74,0.0
613,2.74,0.0
614,2.74,0.0
615,2.74,0.0
616,2.74,0.0
617,2.74,0.0
618,2.74,0.0
619,2.74,0.0
620,2.74,0.0
621,2.74,0.0
622,2.74,0.0
623,2.74,0.0
624,2.74,0.0
625,2.74,0.0
626,2.74,0.0
627,2.74,0.0
628,2.74,0.0
629,2.74,0.0
630,2.74,0.0
631,2.74,0.0
632,2.74,0.0
633,2.74,0.0
634,2.74,0.0
635,2.74,0.0
636,2.74,0.0
637,2.74,0.0
638,2.74,0.0
639,2.74,0.0
640,2.74,0.0
641,2.74,0.0
642,2.74,0.0
643,2.74,0.0
644,2.74,0.0
645,2.74,0.0
646,2.74,0.0
647,2.74,0.0
648,2.74,0.0
649,2.74,0.0
650,2.74,0.0
651,2.74,0.0
652,2.74,0.0
653,2.74,0.0
654,2.74,0.0
655,2.74,0.0
656,2.74,0.0
657,2.74,0.0
658,2.74,0.0
659,2.74,0.0
660,2.74,0.0
661,2.74,0.0
662,2.74,0.0
663,2.74,0.0
664,2.74,0.0
665,2.74,0.0
666,2.74,0.0
667,2.74,0.0
668,2.74,0.0
669,2.74,0.0
670,2.74,0.0
671,2.74,0.0
672,2.74,0.0
673,4.28,0.0
674,4.28,0.0
675,4.28,0.0
676,4.28,0.0
677,4.28,0.0
678,4.28,0.0
679,4.28,0.0
680,4.28,0.0
681,4.28,0.0
682,4.28,0.0
683,4.28,0.0
684,4.28,0.0
685,4.28,0.0
686,4.28,0.0
687,4.28,0.0
688,4.28,0.0
689,4.28,0.0
690,4.28,0.0
691,4.28,0.0
692,4.28,0.0
693,4.28,0.0
694,4.28,0.0
695,4.28,0.0
696,4.28,0.0
697,4.28,0.0
698,4.28,0.0
699,4.28,0.0
700,4.28,0.0
701,4.28,0.0
702,4.28,0.0
703,4.28,0.0
704,4.28,0.0
705,4.28,0.0
706,4.28,0.0
707,4.28,0.0
708,4.28,0.0
709,4.28,0.0
710,4.28,0.0
711,4.28,0.0
712,4.28,0.0
713,4.28,0.0
714,4.28,0.0
715,4.28,0.0
716,4.28,0.0
717,4.28,0.0
718,4.28,0.0
719,4.28,0.0
720,4.28,0.0
721,4.28,0.0
722,4.28,0.0
723,4.28,0.0
724,4.28,0.0
725,4.28,0.0
726,4.28,0.0
727,4.28,0.0
728,4.28,0.0
729,4.28,0.0
730,4.28,0.0
731,4.28,0.0
732,4.28,0.0
733,4.28,0.0
734,4.28,0.0
735,4.28,0.0
736,4.28,0.0
737,4.28,0.0
738,4.28,0.0
739,4.28,0.0
740,4.28,0.0
741,4.28,0.0
742,4.28,0.0
743,4.28,0.0
744,4.28,0.0
745,4.28,0.0
746,4.28,0.0
747,4.28,0.0
748,4.28,0.0
749,4.28,0.0
750,4.28,0.0
751,4.28,0.0
752,4.28,0.0
753,4.28,0.0
754,4.28,0.0
755,4.28,0.0
756,4.28,0.0
757,4.28,0.0
758,4.28,0.0
759,4.28,0.0
760,4.28,0.0
761,4.28,0.0
762,4.28,0.0
763,4.28,0.0
764,4.28,0.0
765,4.28,0.0
766,4.28,0.0
767,4.28,0.0
768,4.28,0.0
769,4.28,0.0
770,4.28,0.0
771,4.28,0.0
772,4.28,0.0
773,4.28,0.0
774,4.28,0.0
775,4.28,0.0
776,4.28,0.0
777,4.28,0.0
778,4.28,0.0
779,4.28,0.0
780,4.28,0.0
781,4.28,0.0
782,4.28,0.0
783,4.28,0.0
784,4.28,0.0
785,4.28,0.0
786,4.28,0.0
787,4.28,0.0
788,4.28,0.0
789,4.28,0.0
790,4.28,0.0
791,4.28,0.0
792,4.28,0.0
793,4.28,0.0
794,4.28,0.0
795,4.28,0.0
796,4.28,0.0
797,4.28,0.0
798,4.28,0.0
799,4.28,0.0
800,4.28,0.0
801,4.28,0.0
802,4.28,0.0
803,4.28,0.0
804,4.28,0.0
805,4.28,0.0
806,4.28,0.0
807,4.28,0.0
808,4.28,0.0
809,4.28,0.0
810,4.28,0.0
811,4.28,0.0
812,4.28,0.0
813,4.28,0.0
814,4.28,0.0
815,4.28,0.0
816,4.28,0.0
817,4.28,0.0
818,4.28,0.0
819,4.28,0.0
820,4.28,0.0
821,4.28,0.0
822,4.28,0.0
823,4.28,0.0
824,4.28,0.0
825,4.28,0.0
826,4.28,0.0
827,4.28,0.0
828,4.28,0.0
829,4.28,0.0
830,4.28,0.0
831,4.28,0.0
832,4.28,0.0
833,4.28,0.0
834,4.28,0.0
835,4.28,0.0
836,4.28,0.0
837,4.28,0.0
838,4.28,0.0
839,4.28,0.0
840,4.28,0.0
841,5.28,0.0
842,5.28,0.0
843,5.28,0.0
844,5.28,0.0
845,5.28,0.0
846,5.28,0.0
847,5.28,0.0
848,5.28,0.0
849,5.28,0.0
850,5.28,0.0
851,5.28,0.0
852,5.28,0.0
853,5.28,0.0
854,5.28,0.0
855,5.28,0.0
856,5.28,0.0
857,5.28,0.0
858,5.28,0.0
859,5.28,0.0
860,5.28,0.0
861,5.28,0.0
862,5.28,0.0
863,5.28,0.0
864,5.28,0.0
865,5.28,0.0
866,5.28,0.0
867,5.28,0.0
868,5.28,0.0
869,5.28,0.0
870,5.28,0.0
871,5.28,0.0
872,5.28,0.0
873,5.28,0.0
874,5.28,0.0
875,5.28,0.0
876,5.28,0.0
877,5.28,0.0
878,5.28,0.0
879,5.28,0.0
880,5.28,0.0
881,5.28,0.0
882,5.28,0.0
883,5.28,0.0
884,5.28,0.0
885,5.28,0.0
886,5.28,0.0
887,5.28,0.0
888,5.28,0.0
889,5.28,0.0
890,5.28,0.0
891,5.28,0.0
892,5.28,0.0
893,5.28,0.0
894,5.28,0.0
895,5.28,0.0
896,5.28,0.0
897,5.28,0.0
898,5.28,0.0
899,5.28,0.0
900,5.28,0.0
901,5.28,0.0
902,5.28,0.0
903,5.28,0.0
904,5.28,0.0
905,5.28,0.0
906,5.28,0.0
907,5.28,0.0
908,5.28,0.0
909,5.28,0.0
910,5.28,0.0
911,5.28,0.0
912,5.28,0.0
913,5.28,0.0
914,5.28,0.0
915,5.28,0.0
916,5.28,0.0
917,5.28,0.0
918,5.28,0.0
919,5.28,0.0
920,5.28,0.0
921,5.28,0.0
922,5.28,0.0
923,5.28,0.0
924,5.28,0.0
925,5.28,0.0
926,5.28,0.0
927,5.28,0.0
928,5.28,0.0
929,5.28,0.0
930,5.28,0.0
931,5.28,0.0
932,5.28,0.0
933,5.28,0.0
934,5.28,0.0
935,5.28,0.0
936,5.28,0.0
937,5.28,0.0
938,5.28,0.0
939,5.28,0.0
940,5.28,0.0
941,5.28,0.0
942,5.28,0.0
943,5.28,0.0
944,5.28,0.0
945,5.28,0.0
946,5.28,0.0
947,5.28,0.0
948,5.28,0.0
949,5.28,0.0
950,5.28,0.0
951,5.28,0.0
952,5.28,0.0
953,5.28,0.0
954,5.28,0.0
955,5.28,0.0
956,5.28,0.0
957,5.28,0.0
958,5.28,0.0
959,5.28,0.0
960,5.28,0.0
961,5.28,0.0
962,5.28,0.0
963,5.28,0.0
964,5.28,0.0
965,5.28,0.0
966,5.28,0.0
967,5.28,0.0
968,5.28,0.0
969,5.28,0.0
970,5.28,0.0
971,5.28,0.0
972,5.28,0.0
973,5.28,0.0
974,5.28,0.0
975,5.28,0.0
976,5.28,0.0
977,5.28,0.0
978,5.28,0.0
979,5.28,0.0
980,5.28,0.0
981,5.28,0.0
982,5.28,0.0
983,5.28,0.0
984,5.28,0.0
985,5.28,0.0
986,5.28,0.0
987,5.28,0.0
988,5.28,0.0
989,5.28,0.0
990,5.28,0.0
991,5.28,0.0
992,5.28,0.0
993,5.28,0.0
994,5.28,0.0
995,5.28,0.0
996,5.28,0.0
997,5.28,0.0
998,5.28,0.0
999,5.28,0.0
1000,5.28,0.0
1001,5.28,0.0
1002,5.28,0.0
1003,5.28,0.0
1004,5.28,0.0
1005,5.28,0.0
1006,5.28,0.0
1007,5.28,0.0
1008,5.28,0.0
1009,3.18,0.0
1010,3.18,0.0
1011,3.18,0.0
1012,3.18,0.0
1013,3.18,0.0
1014,3.18,0.0
1015,3.18,0.0
1016,3.18,0.0
1017,3.18,0.0
1018,3.18,0.0
1019,3.18,0.0
1020,3.18,0.0
1021,3.18,0.0
1022,3.18,0.0
1023,3.18,0.0
1024,3.18,0.0
1025,3.18,0.0
1026,3.18,0.0
1027,3.18,0.0
1028,3.18,0.0
1029,3.18,0.0
1030,3.18,0.0
1031,3.18,0.0
1032,3.18,0.0
1033,3.18,0.0
1034,3.18,0.0
1035,3.18,0.0
1036,3.18,0.0
1037,3.18,0.0
1038,3.18,0.0
1039,3.18,0.0
1040,3.18,0.0
1041,3.18,0.0
1042,3.18,0.0
1043,3.18,0.0
1044,3.18,0.0
1045,3.18,0.0
1046,3.18,0.0
1047,3.18,0.0
1048,3.18,0.0
1049,3.18,0.0
1050,3.18,0.0
1051,3.18,0.0
1052,3.18,0.0
1053,3.18,0.0
1054,3.18,0.0
1055,3.18,0.0
1056,3.18,0.0
1057,3.18,0.0
1058,3.18,0.0
1059,3.18,0.0
1060,3.18,0.0
1061,3.18,0.0
1062,3.18,0.0
1063,3.18,0.0
1064,3.18,0.0
1065,3.18,0.0
1066,3.18,0.0
1067,3.18,0.0
1068,3.18,0.0
1069,3.18,0.0
1070,3.18,0.0
1071,3.18,0.0
1072,3.18,0.0
1073,3.18,0.0
1074,3.18,0.0
1075,3.18,0.0
1076,3.18,0.0
1077,3.18,0.0
1078,3.18,0.0
1079,3.18,0.0
1080,3.18,0.0
1081,3.18,0.0
1082,3.18,0.0
1083,3.18,0.0
1084,3.18,0.0
1085,3.18,0.0
1086,3.18,0.0
1087,3.18,0.0
1088,3.18,0.0
1089,3.18,0.0
1090,3.18,0.0
1091,3.18,0.0
1092,3.18,0.0
1093,3.18,0.0
1094,3.18,0.0
1095,3.18,0.0
1096,3.18,0.0
1097,3.18,0.0
1098,3.18,0.0
1099,3.18,0.0
1100,3.18,0.0
1101,3.18,0.0
1102,3.18,0.0
1103,3.18,0.0
1104,3.18,0.0
1105,3.18,0.0
1106,3.18,0.0
1107,3.18,0.0
1108,3.18,0.0
1109,3.18,0.0
1110,3.18,0.0
1111,3.18,0.0
1112,3.18,0.0
1113,3.18,0.0
1114,3.18,0.0
1115,3.18,0.0
1116,3.18,0.0
1117,3.18,0.0
1118,3.18,0.0
1119,3.18,0.0
1120,3.18,0.0
1121,3.18,0.0
1122,3.18,0.0
1123,3.18,0.0
1124,3.18,0.0
1125,3.18,0.0
1126,3.18,0.0
1127,3.18,0.0
1128,3.18,0.0
1129,3.18,0.0
1130,3.18,0.0
1131,3.18,0.0
1132,3.18,0.0
1133,3.18,0.0
1134,3.18,0.0
1135,3.18,0.0
1136,3.18,0.0
1137,3.18,0.0
1138,3.18,0.0
1139,3.18,0.0
1140,3.18,0.0
1141,3.18,0.0
1142,3.18,0.0
1143,3.18,0.0
1144,3.18,0.0
1145,3.18,0.0
1146,3.18,0.0
1147,3.18,0.0
1148,3.18,0.0
1149,3.18,0.0
1150,3.18,0.0
1151,3.18,0.0
1152,3.18,0.0
1153,3.18,0.0
1154,3.18,0.0
1155,3.18,0.0
1156,3.18,0.0
1157,3.18,0.0
1158,3.18,0.0
1159,3.18,0.0
1160,3.18,0.0
1161,3.18,0.0
1162,3.18,0.0
1163,3.18,0.0
1164,3.18,0.0
1165,3.18,0.0
1166,3.18,0.0
1167,3.18,0.0
1168,3.18,0.0
1169,3.18,0.0
1170,3.18,0.0
1171,3.18,0.0
1172,3.18,0.0
1173,3.18,0.0
1174,3.18,0.0
1175,3.18,0.0
1176,3.18,0.0
1177,4.28,0.0
1178,4.28,0.0
1179,4.28,0.0
1180,4.28,0.0
1181,4.28,0.0
1182,4.28,0.0
1183,4.28,0.0
1184,4.28,0.0
1185,4.28,0.0
1186,4.28,0.0
1187,4.28,0.0
1188,4.28,0.0
1189,4.28,0.0
1190,4.28,0.0
1191,4.28,0.0
1192,4.28,0.0
1193,4.28,0.0
1194,4.28,0.0
1195,4.28,0.0
1196,4.28,0.0
1197,4.28,0.0
1198,4.28,0.0
1199,4.28,0.0
1200,4.28,0.0
1201,4.28,0.0
1202,4.28,0.0
1203,4.28,0.0
1204,4.28,0.0
1205,4.28,0.0
1206,4.28,0.0
1207,4.28,0.0
1208,4.28,0.0
1209,4.28,0.0
1210,4.28,0.0
1211,4.28,0.0
1212,4.28,0.0
1213,4.28,0.0
1214,4.28,0.0
1215,4.28,0.0
1216,4.28,0.0
1217,4.28,0.0
1218,4.28,0.0
1219,4.28,0.0
1220,4.28,0.0
1221,4.28,0.0
1222,4.28,0.0
1223,4.28,0.0
1224,4.28,0.0
1225,4.28,0.0
1226,4.28,0.0
1227,4.28,0.0
1228,4.28,0.0
1229,4.28,0.0
1230,4.28,0.0
1231,4.28,0.0
1232,4.28,0.0
1233,4.28,0.0
1234,4.28,0.0
1235,4.28,0.0
1236,4.28,0.0
1237,4.28,0.0
1238,4.28,0.0
1239,4.28,0.0
1240,4.28,0.0
1241,4.28,0.0
1242,4.28,0.0
1243,4.28,0.0
1244,4.28,0.0
1245,4.28,0.0
1246,4.28,0.0
1247,4.28,0.0
1248,4.28,0.0
1249,4.28,0.0
1250,4.28,0.0
1251,4.28,0.0
1252,4.28,0.0
1253,4.28,0.0
1254,4.28,0.0
1255,4.28,0.0
1256,4.28,0.0
1257,4.28,0.0
1258,4.28,0.0
1259,4.28,0.0
1260,4.28,0.0
1261,4.28,0.0
1262,4.28,0.0
1263,4.28,0.0
1264,4.28,0.0
1265,4.28,0.0
1266,4.28,0.0
1267,4.28,0.0
1268,4.28,0.0
1269,4.28,0.0
1270,4.28,0.0
1271,4.28,0.0
1272,4.28,0.0
1273,4.28,0.0
1274,4.28,0.0
1275,4.28,0.0
1276,4.28,0.0
1277,4.28,0.0
1278,4.28,0.0
1279,4.28,0.0
1280,4.28,0.0
1281,4.28,0.0
1282,4.28,0.0
1283,4.28,0.0
1284,4.28,0.0
1285,4.28,0.0
1286,4.28,0.0
1287,4.28,0.0
1288,4.28,0.0
1289,4.28,0.0
1290,4.28,0.0
1291,4.28,0.0
1292,4.28,0.0
1293,4.28,0.0
1294,4.28,0.0
1295,4.28,0.0
1296,4.28,0.0
1297,4.28,0.0
1298,4.28,0.0
1299,4.28,0.0
1300,4.28,0.0
1301,4.28,0.0
1302,4.28,0.0
1303,4.28,0.0
1304,4.28,0.0
1305,4.28,0.0
1306,4.28,0.0
1307,4.28,0.0
1308,4.28,0.0
1309,4.28,0.0
1310,4.28,0.0
1311,4.28,0.0
1312,4.28,0.0
1313,4.28,0.0
1314,4.28,0.0
1315,4.28,0.0
1316,4.28,0.0
1317,4.28,0.0
1318,4.28,0.0
1319,4.28,0.0
1320,4.28,0.0
1321,4.28,0.0
1322,4.28,0.0
1323,4.28,0.0
1324,4.28,0.0
1325,4.28,0.0
1326,4.28,0.0
1327,4.28,0.0
1328,4.28,0.0
1329,4.28,0.0
1330,4.28,0.0
1331,4.28,0.0
1332,4.28,0.0
1333,4.28,0.0
1334,4.28,0.0
1335,4.28,0.0
1336,4.28,0.0
1337,4.28,0.0
1338,4.28,0.0
1339,4.28,0.0
1340,4.28,0.0
1341,4.28,0.0
1342,4.28,0.0
1343,4.28,0.0
1344,4.28,0.0
1345,3.98,0.0
1346,3.98,0.0
1347,3.98,0.0
1348,3.98,0.0
1349,3.98,0.0
1350,3.98,0.0
1351,3.98,0.0
1352,3.98,0.0
1353,3.98,0.0
1354,3.98,0.0
1355,3.98,0.0
1356,3.98,0.0
1357,3.98,0.0
1358,3.98,0.0
1359,3.98,0.0
1360,3.98,0.0
