Voll,Demand_Segment,Cost_of_Computing_Demand_Curtailment_per_MW,Max_Computing_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,278,100,100,100
,,,,,,,,279,100,100,100
,,,,,,,,280,100,100,100
,,,,,,,,281,100,100,100
,,,,,,,,282,100,100,100
,,,,,,,,283,100,100,100
,,,,,,,,284,100,100,100
,,,,,,,,285,100,100,100
,,,,,,,,286,100,100,100
,,,,,,,,287,100,100,100
,,,,,,,,288,100,100,100
,,,,,,,,289,100,100,100
,,,,,,,,290,100,100,100
,,,,,,,,291,100,100,100
,,,,,,,,292,100,100,100
,,,,,,,,293,100,100,100
,,,,,,,,294,100,100,100
,,,,,,,,295,100,100,100
,,,,,,,,296,100,100,100
,,,,,,,,297,100,100,100
,,,,,,,,298,100,100,100
,,,,,,,,299,100,100,100
,,,,,,,,300,100,100,100
,,,,,,,,301,100,100,100
,,,,,,,,302,100,100,100
,,,,,,,,303,100,100,100
,,,,,,,,304,100,100,100
,,,,,,,,305,100,100,100
,,,,,,,,306,100,100,100
,,,,,,,,307,100,100,100
,,,,,,,,308,100,100,100
,,,,,,,,309,100,100,100
,,,,,,,,310,100,100,100
,,,,,,,,311,100,100,100
,,,,,,,,312,100,100,100
,,,,,,,,313,100,100,100
,,,,,,,,314,100,100,100
,,,,,,,,315,100,100,100
,,,,,,,,316,100,100,100
,,,,,,,,317,100,100,100
,,,,,,,,318,100,100,100
,,,,,,,,319,100,100,100
,,,,,,,,320,100,100,100
,,,,,,,,321,100,100,100
,,,,,,,,322,100,100,100
,,,,,,,,323,100,100,100
,,,,,,,,324,100,100,100
,,,,,,,,325,100,100,100
,,,,,,,,326,100,100,100
,,,,,,,,327,100,100,100
,,,,,,,,328,100,100,100
,,,,,,,,329,100,100,100
,,,,,,,,330,100,100,100
,,,,,,,,331,100,100,100
,,,,,,,,332,100,100,100
,,,,,,,,333,100,100,100
,,,,,,,,334,100,100,100
,,,,,,,,335,100,100,100
,,,,,,,,336,100,100,100
,,,,,,,,337,100,100,100
,,,,,,,,338,100,100,100
,,,,,,,,339,100,100,100
,,,,,,,,340,100,100,100
,,,,,,,,341,100,100,100
,,,,,,,,342,100,100,100
,,,,,,,,343,100,100,100
,,,,,,,,344,100,100,100
,,,,,,,,345,100,100,100
,,,,,,,,346,100,100,100
,,,,,,,,347,100,100,100
,,,,,,,,348,100,100,100
,,,,,,,,349,100,100,100
,,,,,,,,350,100,100,100
,,,,,,,,351,100,100,100
,,,,,,,,352,100,100,100
,,,,,,,,353,100,100,100
,,,,,,,,354,100,100,100
,,,,,,,,355,100,100,100
,,,,,,,,356,100,100,100
,,,,,,,,357,100,100,100
,,,,,,,,358,100,100,100
,,,,,,,,359,100,100,100
,,,,,,,,360,100,100,100
,,,,,,,,361,100,100,100
,,,,,,,,362,100,100,100
,,,,,,,,363,100,100,100
,,,,,,,,364,100,100,100
,,,,,,,,365,100,100,100
,,,,,,,,366,100,100,100
,,,,,,,,367,100,100,100
,,,,,,,,368,100,100,100
,,,,,,,,369,100,100,100
,,,,,,,,370,100,100,100
,,,,,,,,371,100,100,100
,,,,,,,,372,100,100,100
,,,,,,,,373,100,100,100
,,,,,,,,374,100,100,100
,,,,,,,,375,100,100,100
,,,,,,,,376,100,100,100
,,,,,,,,377,100,100,100
,,,,,,,,378,100,100,100
,,,,,,,,379,100,100,100
,,,,,,,,380,100,100,100
,,,,,,,,381,100,100,100
,,,,,,,,382,100,100,100
,,,,,,,,383,100,100,100
,,,,,,,,384,100,100,100
,,,,,,,,385,100,100,100
,,,,,,,,386,100,100,100
,,,,,,,,387,100,100,100
,,,,,,,,388,100,100,100
,,,,,,,,389,100,100,100
,,,,,,,,390,100,100,100
,,,,,,,,391,100,100,100
,,,,,,,,392,100,100,100
,,,,,,,,393,100,100,100
,,,,,,,,394,100,100,100
,,,,,,,,395,100,100,100
,,,,,,,,396,100,100,100
,,,,,,,,397,100,100,100
,,,,,,,,398,100,100,100
,,,,,,,,399,100,100,100
,,,,,,,,400,100,100,100
,,,,,,,,401,100,100,100
,,,,,,,,402,100,100,100
,,,,,,,,403,100,100,100
,,,,,,,,404,100,100,100
,,,,,,,,405,100,100,100
,,,,,,,,406,100,100,100
,,,,,,,,407,100,100,100
,,,,,,,,408,100,100,100
,,,,,,,,409,100,100,100
,,,,,,,,410,100,100,100
,,,,,,,,411,100,100,100
,,,,,,,,412,100,100,100
,,,,,,,,413,100,100,100
,,,,,,,,414,100,100,100
,,,,,,,,415,100,100,100
,,,,,,,,416,100,100,100
,,,,,,,,417,100,100,100
,,,,,,,,418,100,100,100
,,,,,,,,419,100,100,100
,,,,,,,,420,100,100,100
,,,,,,,,421,100,100,100
,,,,,,,,422,100,100,100
,,,,,,,,423,100,100,100
,,,,,,,,424,100,100,100
,,,,,,,,425,100,100,100
,,,,,,,,426,100,100,100
,,,,,,,,427,100,100,100
,,,,,,,,428,100,100,100
,,,,,,,,429,100,100,100
,,,,,,,,430,100,100,100
,,,,,,,,431,100,100,100
,,,,,,,,432,100,100,100
,,,,,,,,433,100,100,100
,,,,,,,,434,100,100,100
,,,,,,,,435,100,100,100
,,,,,,,,436,100,100,100
,,,,,,,,437,100,100,100
,,,,,,,,438,100,100,100
,,,,,,,,439,100,100,100
,,,,,,,,440,100,100,100
,,,,,,,,441,100,100,100
,,,,,,,,442,100,100,100
,,,,,,,,443,100,100,100
,,,,,,,,444,100,100,100
,,,,,,,,445,100,100,100
,,,,,,,,446,100,100,100
,,,,,,,,447,100,100,100
,,,,,,,,448,100,100,100
,,,,,,,,449,100,100,100
,,,,,,,,450,100,100,100
,,,,,,,,451,100,100,100
,,,,,,,,452,100,100,100
,,,,,,,,453,100,100,100
,,,,,,,,454,100,100,100
,,,,,,,,455,100,100,100
,,,,,,,,456,100,100,100
,,,,,,,,457,100,100,100
,,,,,,,,458,100,100,100
,,,,,,,,459,100,100,100
,,,,,,,,460,100,100,100
,,,,,,,,461,100,100,100
,,,,,,,,462,100,100,100
,,,,,,,,463,100,100,100
,,,,,,,,464,100,100,100
,,,,,,,,465,100,100,100
,,,,,,,,466,100,100,100
,,,,,,,,467,100,100,100
,,,,,,,,468,100,100,100
,,,,,,,,469,100,100,100
,,,,,,,,470,100,100,100
,,,,,,,,471,100,100,100
,,,,,,,,472,100,100,100
,,,,,,,,473,100,100,100
,,,,,,,,474,100,100,100
,,,,,,,,475,100,100,100
,,,,,,,,476,100,100,100
,,,,,,,,477,100,100,100
,,,,,,,,478,100,100,100
,,,,,,,,479,100,100,100
,,,,,,,,480,100,100,100
,,,,,,,,481,100,100,100
,,,,,,,,482,100,100,100
,,,,,,,,483,100,100,100
,,,,,,,,484,100,100,100
,,,,,,,,485,100,100,100
,,,,,,,,486,100,100,100
,,,,,,,,487,100,100,100
,,,,,,,,488,100,100,100
,,,,,,,,489,100,100,100
,,,,,,,,490,100,100,100
,,,,,,,,491,100,100,100
,,,,,,,,492,100,100,100
,,,,,,,,493,100,100,100
,,,,,,,,494,100,100,100
,,,,,,,,495,100,100,100
,,,,,,,,496,100,100,100
,,,,,,,,497,100,100,100
,,,,,,,,498,100,100,100
,,,,,,,,499,100,100,100
,,,,,,,,500,100,100,100
,,,,,,,,501,100,100,100
,,,,,,,,502,100,100,100
,,,,,,,,503,100,100,100
,,,,,,,,504,100,100,100
,,,,,,,,505,100,100,100
,,,,,,,,506,100,100,100
,,,,,,,,507,100,100,100
,,,,,,,,508,100,100,100
,,,,,,,,509,100,100,100
,,,,,,,,510,100,100,100
,,,,,,,,511,100,100,100
,,,,,,,,512,100,100,100
,,,,,,,,513,100,100,100
,,,,,,,,514,100,100,100
,,,,,,,,515,100,100,100
,,,,,,,,516,100,100,100
,,,,,,,,517,100,100,100
,,,,,,,,518,100,100,100
,,,,,,,,519,100,100,100
,,,,,,,,520,100,100,100
,,,,,,,,521,100,100,100
,,,,,,,,522,100,100,100
,,,,,,,,523,100,100,100
,,,,,,,,524,100,100,100
,,,,,,,,525,100,100,100
,,,,,,,,526,100,100,100
,,,,,,,,527,100,100,100
,,,,,,,,528,100,100,100
,,,,,,,,529,100,100,100
,,,,,,,,530,100,100,100
,,,,,,,,531,100,100,100
,,,,,,,,532,100,100,100
,,,,,,,,533,100,100,100
,,,,,,,,534,100,100,100
,,,,,,,,535,100,100,100
,,,,,,,,536,100,100,100
,,,,,,,,537,100,100,100
,,,,,,,,538,100,100,100
,,,,,,,,539,100,100,100
,,,,,,,,540,100,100,100
,,,,,,,,541,100,100,100
,,,,,,,,542,100,100,100
,,,,,,,,543,100,100,100
,,,,,,,,544,100,100,100
,,,,,,,,545,100,100,100
,,,,,,,,546,100,100,100
,,,,,,,,547,100,100,100
,,,,,,,,548,100,100,100
,,,,,,,,549,100,100,100
,,,,,,,,550,100,100,100
,,,,,,,,551,100,100,100
,,,,,,,,552,100,100,100
,,,,,,,,553,100,100,100
,,,,,,,,554,100,100,100
,,,,,,,,555,100,100,100
,,,,,,,,556,100,100,100
,,,,,,,,557,100,100,100
,,,,,,,,558,100,100,100
,,,,,,,,559,100,100,100
,,,,,,,,560,100,100,100
,,,,,,,,561,100,100,100
,,,,,,,,562,100,100,100
,,,,,,,,563,100,100,100
,,,,,,,,564,100,100,100
,,,,,,,,565,100,100,100
,,,,,,,,566,100,100,100
,,,,,,,,567,100,100,100
,,,,,,,,568,100,100,100
,,,,,,,,569,100,100,100
,,,,,,,,570,100,100,100
,,,,,,,,571,100,100,100
,,,,,,,,572,100,100,100
,,,,,,,,573,100,100,100
,,,,,,,,574,100,100,100
,,,,,,,,575,100,100,100
,,,,,,,,576,100,100,100
,,,,,,,,577,100,100,100
,,,,,,,,578,100,100,100
,,,,,,,,579,100,100,100
,,,,,,,,580,100,100,100
,,,,,,,,581,100,100,100
,,,,,,,,582,100,100,100
,,,,,,,,583,100,100,100
,,,,,,,,584,100,100,100
,,,,,,,,585,100,100,100
,,,,,,,,586,100,100,100
,,,,,,,,587,100,100,100
,,,,,,,,588,100,100,100
,,,,,,,,589,100,100,100
,,,,,,,,590,100,100,100
,,,,,,,,591,100,100,100
,,,,,,,,592,100,100,100
,,,,,,,,593,100,100,100
,,,,,,,,594,100,100,100
,,,,,,,,595,100,100,100
,,,,,,,,596,100,100,100
,,,,,,,,597,100,100,100
,,,,,,,,598,100,100,100
,,,,,,,,599,100,100,100
,,,,,,,,600,100,100,100
,,,,,,,,601,100,100,100
,,,,,,,,602,100,100,100
,,,,,,,,603,100,100,100
,,,,,,,,604,100,100,100
,,,,,,,,605,100,100,100
,,,,,,,,606,100,100,100
,,,,,,,,607,100,100,100
,,,,,,,,608,100,100,100
,,,,,,,,609,100,100,100
,,,,,,,,610,100,100,100
,,,,,,,,611,100,100,100
,,,,,,,,612,100,100,100
,,,,,,,,613,100,100,100
,,,,,,,,614,100,100,100
,,,,,,,,615,100,100,100
,,,,,,,,616,100,100,100
,,,,,,,,617,100,100,100
,,,,,,,,618,100,100,100
,,,,,,,,619,100,100,100
,,,,,,,,620,100,100,100
,,,,,,,,621,100,100,100
,,,,,,,,622,100,100,100
,,,,,,,,623,100,100,100
,,,,,,,,624,100,100,100
,,,,,,,,625,100,100,100
,,,,,,,,626,100,100,100
,,,,,,,,627,100,100,100
,,,,,,,,628,100,100,100
,,,,,,,,629,100,100,100
,,,,,,,,630,100,100,100
,,,,,,,,631,100,100,100
,,,,,,,,632,100,100,100
,,,,,,,,633,100,100,100
,,,,,,,,634,100,100,100
,,,,,,,,635,100,100,100
,,,,,,,,636,100,100,100
,,,,,,,,637,100,100,100
,,,,,,,,638,100,100,100
,,,,,,,,639,100,100,100
,,,,,,,,640,100,100,100
,,,,,,,,641,100,100,100
,,,,,,,,642,100,100,100
,,,,,,,,643,100,100,100
,,,,,,,,644,100,100,100
,,,,,,,,645,100,100,100
,,,,,,,,646,100,100,100
,,,,,,,,647,100,100,100
,,,,,,,,648,100,100,100
,,,,,,,,649,100,100,100
,,,,,,,,650,100,100,100
,,,,,,,,651,100,100,100
,,,,,,,,652,100,100,100
,,,,,,,,653,100,100,100
,,,,,,,,654,100,100,100
,,,,,,,,655,100,100,100
,,,,,,,,656,100,100,100
,,,,,,,,657,100,100,100
,,,,,,,,658,100,100,100
,,,,,,,,659,100,100,100
,,,,,,,,660,100,100,100
,,,,,,,,661,100,100,100
,,,,,,,,662,100,100,100
,,,,,,,,663,100,100,100
,,,,,,,,664,100,100,100
,,,,,,,,665,100,100,100
,,,,,,,,666,100,100,100
,,,,,,,,667,100,100,100
,,,,,,,,668,100,100,100
,,,,,,,,669,100,100,100
,,,,,,,,670,100,100,100
,,,,,,,,671,100,100,100
,,,,,,,,672,100,100,100
,,,,,,,,673,100,100,100
,,,,,,,,674,100,100,100
,,,,,,,,675,100,100,100
,,,,,,,,676,100,100,100
,,,,,,,,677,100,100,100
,,,,,,,,678,100,100,100
,,,,,,,,679,100,100,100
,,,,,,,,680,100,100,100
,,,,,,,,681,100,100,100
,,,,,,,,682,100,100,100
,,,,,,,,683,100,100,100
,,,,,,,,684,100,100,100
,,,,,,,,685,100,100,100
,,,,,,,,686,100,100,100
,,,,,,,,687,100,100,100
,,,,,,,,688,100,100,100
,,,,,,,,689,100,100,100
,,,,,,,,690,100,100,100
,,,,,,,,691,100,100,100
,,,,,,,,692,100,100,100
,,,,,,,,693,100,100,100
,,,,,,,,694,100,100,100
,,,,,,,,695,100,100,100
,,,,,,,,696,100,100,100
,,,,,,,,697,100,100,100
,,,,,,,,698,100,100,100
,,,,,,,,699,100,100,100
,,,,,,,,700,100,100,100
,,,,,,,,701,100,100,100
,,,,,,,,702,100,100,100
,,,,,,,,703,100,100,100
,,,,,,,,704,100,100,100
,,,,,,,,705,100,100,100
,,,,,,,,706,100,100,100
,,,,,,,,707,100,100,100
,,,,,,,,708,100,100,100
,,,,,,,,709,100,100,100
,,,,,,,,710,100,100,100
,,,,,,,,711,100,100,100
,,,,,,,,712,100,100,100
,,,,,,,,713,100,100,100
,,,,,,,,714,100,100,100
,,,,,,,,715,100,100,100
,,,,,,,,716,100,100,100
,,,,,,,,717,100,100,100
,,,,,,,,718,100,100,100
,,,,,,,,719,100,100,100
,,,,,,,,720,100,100,100
,,,,,,,,721,100,100,100
,,,,,,,,722,100,100,100
,,,,,,,,723,100,100,100
,,,,,,,,724,100,100,100
,,,,,,,,725,100,100,100
,,,,,,,,726,100,100,100
,,,,,,,,727,100,100,100
,,,,,,,,728,100,100,100
,,,,,,,,729,100,100,100
,,,,,,,,730,100,100,100
,,,,,,,,731,100,100,100
,,,,,,,,732,100,100,100
,,,,,,,,733,100,100,100
,,,,,,,,734,100,100,100
,,,,,,,,735,100,100,100
,,,,,,,,736,100,100,100
,,,,,,,,737,100,100,100
,,,,,,,,738,100,100,100
,,,,,,,,739,100,100,100
,,,,,,,,740,100,100,100
,,,,,,,,741,100,100,100
,,,,,,,,742,100,100,100
,,,,,,,,743,100,100,100
,,,,,,,,744,100,100,100
,,,,,,,,745,100,100,100
,,,,,,,,746,100,100,100
,,,,,,,,747,100,100,100
,,,,,,,,748,100,100,100
,,,,,,,,749,100,100,100
,,,,,,,,750,100,100,100
,,,,,,,,751,100,100,100
,,,,,,,,752,100,100,100
,,,,,,,,753,100,100,100
,,,,,,,,754,100,100,100
,,,,,,,,755,100,100,100
,,,,,,,,756,100,100,100
,,,,,,,,757,100,100,100
,,,,,,,,758,100,100,100
,,,,,,,,759,100,100,100
,,,,,,,,760,100,100,100
,,,,,,,,761,100,100,100
,,,,,,,,762,100,100,100
,,,,,,,,763,100,100,100
,,,,,,,,764,100,100,100
,,,,,,,,765,100,100,100
,,,,,,,,766,100,100,100
,,,,,,,,767,100,100,100
,,,,,,,,768,100,100,100
,,,,,,,,769,100,100,100
,,,,,,,,770,100,100,100
,,,,,,,,771,100,100,100
,,,,,,,,772,100,100,100
,,,,,,,,773,100,100,100
,,,,,,,,774,100,100,100
,,,,,,,,775,100,100,100
,,,,,,,,776,100,100,100
,,,,,,,,777,100,100,100
,,,,,,,,778,100,100,100
,,,,,,,,779,100,100,100
,,,,,,,,780,100,100,100
,,,,,,,,781,100,100,100
,,,,,,,,782,100,100,100
,,,,,,,,783,100,100,100
,,,,,,,,784,100,100,100
,,,,,,,,785,100,100,100
,,,,,,,,786,100,100,100
,,,,,,,,787,100,100,100
,,,,,,,,788,100,100,100
,,,,,,,,789,100,100,100
,,,,,,,,790,100,100,100
,,,,,,,,791,100,100,100
,,,,,,,,792,100,100,100
,,,,,,,,793,100,100,100
,,,,,,,,794,100,100,100
,,,,,,,,795,100,100,100
,,,,,,,,796,100,100,100
,,,,,,,,797,100,100,100
,,,,,,,,798,100,100,100
,,,,,,,,799,100,100,100
,,,,,,,,800,100,100,100
,,,,,,,,801,100,100,100
,,,,,,,,802,100,100,100
,,,,,,,,803,100,100,100
,,,,,,,,804,100,100,100
,,,,,,,,805,100,100,100
,,,,,,,,806,100,100,100
,,,,,,,,807,100,100,100
,,,,,,,,808,100,100,100
,,,,,,,,809,100,100,100
,,,,,,,,810,100,100,100
,,,,,,,,811,100,100,100
,,,,,,,,812,100,100,100
,,,,,,,,813,100,100,100
,,,,,,,,814,100,100,100
,,,,,,,,815,100,100,100
,,,,,,,,816,100,100,100
,,,,,,,,817,100,100,100
,,,,,,,,818,100,100,100
,,,,,,,,819,100,100,100
,,,,,,,,820,100,100,100
,,,,,,,,821,100,100,100
,,,,,,,,822,100,100,100
,,,,,,,,823,100,100,100
,,,,,,,,824,100,100,100
,,,,,,,,825,100,100,100
,,,,,,,,826,100,100,100
,,,,,,,,827,100,100,100
,,,,,,,,828,100,100,100
,,,,,,,,829,100,100,100
,,,,,,,,830,100,100,100
,,,,,,,,831,100,100,100
,,,,,,,,832,100,100,100
,,,,,,,,833,100,100,100
,,,,,,,,834,100,100,100
,,,,,,,,835,100,100,100
,,,,,,,,836,100,100,100
,,,,,,,,837,100,100,100
,,,,,,,,838,100,100,100
,,,,,,,,839,100,100,100
,,,,,,,,840,100,100,100
,,,,,,,,841,100,100,100
,,,,,,,,842,100,100,100
,,,,,,,,843,100,100,100
,,,,,,,,844,100,100,100
,,,,,,,,845,100,100,100
,,,,,,,,846,100,100,100
,,,,,,,,847,100,100,100
,,,,,,,,848,100,100,100
,,,,,,,,849,100,100,100
,,,,,,,,850,100,100,100
,,,,,,,,851,100,100,100
,,,,,,,,852,100,100,100
,,,,,,,,853,100,100,100
,,,,,,,,854,100,100,100
,,,,,,,,855,100,100,100
,,,,,,,,856,100,100,100
