Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,173,7104,2029,968
,,,,,,,,174,7763,2217,1059
,,,,,,,,175,8985,2566,1225
,,,,,,,,176,9713,2774,1324
,,,,,,,,177,9918,2832,1352
,,,,,,,,178,9971,2848,1359
,,,,,,,,179,9985,2852,1362
,,,,,,,,180,9908,2830,1351
,,,,,,,,181,9741,2781,1328
,,,,,,,,182,9622,2748,1312
,,,,,,,,183,9461,2702,1290
,,,,,,,,184,9374,2678,1279
,,,,,,,,185,9539,2724,1300
,,,,,,,,186,10190,2909,1389
,,,,,,,,187,10492,2996,1430
,,,,,,,,188,10231,2922,1395
,,,,,,,,189,9886,2823,1347
,,,,,,,,190,9393,2683,1281
,,,,,,,,191,8703,2486,1187
,,,,,,,,192,7986,2281,1089
,,,,,,,,193,8496,2427,1159
,,,,,,,,194,8193,2340,1116
,,,,,,,,195,8007,2287,1091
,,,,,,,,196,7935,2266,1081
,,,,,,,,197,8002,2286,1091
,,,,,,,,198,8261,2360,1126
,,,,,,,,199,8772,2506,1196
,,,,,,,,200,9381,2679,1279
,,,,,,,,201,10060,2873,1372
,,,,,,,,202,10651,3041,1452
,,,,,,,,203,11015,3146,1502
,,,,,,,,204,11171,3190,1523
,,,,,,,,205,11170,3190,1523
,,,,,,,,206,11028,3149,1504
,,,,,,,,207,10848,3098,1479
,,,,,,,,208,10772,3076,1468
,,,,,,,,209,11183,3193,1525
,,,,,,,,210,11889,3395,1621
,,,,,,,,211,11767,3360,1604
,,,,,,,,212,11359,3244,1549
,,,,,,,,213,10940,3124,1491
,,,,,,,,214,10396,2969,1417
,,,,,,,,215,9729,2778,1327
,,,,,,,,216,9075,2592,1238
,,,,,,,,217,8565,2446,1168
,,,,,,,,218,8285,2366,1130
,,,,,,,,219,8150,2327,1111
,,,,,,,,220,8090,2311,1103
,,,,,,,,221,8144,2326,1111
,,,,,,,,222,8366,2389,1140
,,,,,,,,223,8759,2502,1195
,,,,,,,,224,9189,2624,1253
,,,,,,,,225,9759,2786,1331
,,,,,,,,226,10110,2887,1378
,,,,,,,,227,10249,2927,1397
,,,,,,,,228,10247,2926,1396
,,,,,,,,229,10185,2908,1388
,,,,,,,,230,10108,2887,1378
,,,,,,,,231,10078,2878,1374
,,,,,,,,232,10095,2883,1377
,,,,,,,,233,10566,3017,1441
,,,,,,,,234,11269,3218,1536
,,,,,,,,235,11273,3219,1537
,,,,,,,,236,11067,3161,1509
,,,,,,,,237,10661,3045,1454
,,,,,,,,238,9993,2855,1362
,,,,,,,,239,9247,2641,1260
,,,,,,,,240,8489,2424,1158
,,,,,,,,241,7944,2269,1083
,,,,,,,,242,7667,2189,1045
,,,,,,,,243,7554,2158,1030
,,,,,,,,244,7560,2160,1031
,,,,,,,,245,7795,2226,1063
,,,,,,,,246,8509,2429,1159
,,,,,,,,247,9810,2801,1337
,,,,,,,,248,10540,3010,1436
,,,,,,,,249,10697,3056,1459
,,,,,,,,250,10786,3081,1470
,,,,,,,,251,10870,3105,1482
,,,,,,,,252,10855,3099,1480
,,,,,,,,253,10750,3070,1465
,,,,,,,,254,10677,3049,1456
,,,,,,,,255,10561,3016,1440
,,,,,,,,256,10566,3017,1441
,,,,,,,,257,11048,3155,1506
,,,,,,,,258,11750,3355,1602
,,,,,,,,259,11653,3328,1589
,,,,,,,,260,11283,3222,1539
,,,,,,,,261,10751,3070,1465
,,,,,,,,262,9969,2847,1359
,,,,,,,,263,8988,2566,1225
,,,,,,,,264,8100,2313,1105
,,,,,,,,265,7535,2152,1027
,,,,,,,,266,7177,2050,978
,,,,,,,,267,7002,1999,954
,,,,,,,,268,6957,1987,948
,,,,,,,,269,7155,2043,976
,,,,,,,,270,7815,2232,1066
,,,,,,,,271,9128,2606,1245
,,,,,,,,272,9853,2814,1343
,,,,,,,,273,9926,2835,1353
,,,,,,,,274,9885,2823,1347
,,,,,,,,275,9897,2826,1349
,,,,,,,,276,9856,2815,1343
,,,,,,,,277,9742,2782,1328
,,,,,,,,278,9668,2762,1318
,,,,,,,,279,9564,2732,1303
,,,,,,,,280,9572,2733,1305
,,,,,,,,281,10051,2870,1371
,,,,,,,,282,10932,3123,1491
,,,,,,,,283,10942,3125,1492
,,,,,,,,284,10682,3050,1456
,,,,,,,,285,10258,2930,1398
,,,,,,,,286,9557,2730,1302
,,,,,,,,287,8681,2479,1184
,,,,,,,,288,7862,2246,1071
,,,,,,,,289,7141,2039,973
,,,,,,,,290,6781,1937,924
,,,,,,,,291,6566,1875,895
,,,,,,,,292,6498,1856,886
,,,,,,,,293,6636,1895,904
,,,,,,,,294,7126,2035,972
,,,,,,,,295,8188,2339,1115
,,,,,,,,296,9111,2602,1243
,,,,,,,,297,9562,2732,1303
,,,,,,,,298,9841,2811,1342
,,,,,,,,299,10049,2869,1371
,,,,,,,,300,10190,2910,1389
,,,,,,,,301,10212,2917,1392
,,,,,,,,302,10252,2928,1397
,,,,,,,,303,10199,2913,1390
,,,,,,,,304,10149,2899,1383
,,,,,,,,305,10146,2898,1383
,,,,,,,,306,10064,2874,1372
,,,,,,,,307,9882,2822,1347
,,,,,,,,308,9729,2778,1327
,,,,,,,,309,9858,2816,1343
,,,,,,,,310,9575,2734,1305
,,,,,,,,311,8811,2516,1201
,,,,,,,,312,7946,2269,1083
,,,,,,,,313,7289,2081,993
,,,,,,,,314,6891,1968,940
,,,,,,,,315,6649,1900,906
,,,,,,,,316,6527,1864,890
,,,,,,,,317,6541,1868,892
,,,,,,,,318,6640,1896,905
,,,,,,,,319,7019,2005,957
,,,,,,,,320,7737,2209,1055
,,,,,,,,321,8583,2451,1169
,,,,,,,,322,9273,2648,1264
,,,,,,,,323,9748,2784,1329
,,,,,,,,324,10054,2871,1371
,,,,,,,,325,10237,2924,1396
,,,,,,,,326,10296,2940,1404
,,,,,,,,327,10335,2952,1409
,,,,,,,,328,10335,2952,1409
,,,,,,,,329,10408,2972,1419
,,,,,,,,330,10408,2972,1419
,,,,,,,,331,10262,2931,1399
,,,,,,,,332,10071,2876,1373
,,,,,,,,333,10168,2904,1386
,,,,,,,,334,9880,2821,1347
,,,,,,,,335,9070,2590,1237
,,,,,,,,336,8197,2340,1117
,,,,,,,,337,7469,2133,1018
,,,,,,,,338,7002,1999,954
,,,,,,,,339,6688,1909,912
,,,,,,,,340,6498,1856,886
,,,,,,,,341,6411,1831,874
,,,,,,,,342,6313,1803,860
,,,,,,,,343,6535,1866,891
,,,,,,,,344,7104,2029,968
,,,,,,,,345,7816,2233,1066
,,,,,,,,346,8449,2413,1152
,,,,,,,,347,8856,2529,1207
,,,,,,,,348,9131,2608,1245
,,,,,,,,349,9295,2654,1267
,,,,,,,,350,9322,2662,1271
,,,,,,,,351,9341,2668,1273
,,,,,,,,352,9390,2682,1280
,,,,,,,,353,9479,2707,1292
,,,,,,,,354,9519,2718,1298
,,,,,,,,355,9366,2675,1277
,,,,,,,,356,9188,2624,1252
,,,,,,,,357,9362,2674,1277
,,,,,,,,358,9170,2619,1249
,,,,,,,,359,8537,2438,1164
,,,,,,,,360,7792,2225,1062
,,,,,,,,361,7194,2055,981
,,,,,,,,362,6800,1943,928
,,,,,,,,363,6579,1879,897
,,,,,,,,364,6470,1848,882
,,,,,,,,365,6484,1852,884
,,,,,,,,366,6545,1870,893
,,,,,,,,367,6845,1955,933
,,,,,,,,368,7460,2130,1017
,,,,,,,,369,8287,2367,1130
,,,,,,,,370,8975,2563,1224
,,,,,,,,371,9499,2713,1294
,,,,,,,,372,9889,2824,1348
,,,,,,,,373,10168,2904,1386
,,,,,,,,374,10270,2933,1400
,,,,,,,,375,10340,2952,1410
,,,,,,,,376,10418,2976,1421
,,,,,,,,377,10561,3016,1440
,,,,,,,,378,10665,3045,1454
,,,,,,,,379,10545,3012,1437
,,,,,,,,380,10414,2974,1420
,,,,,,,,381,10556,3015,1439
,,,,,,,,382,10084,2880,1375
,,,,,,,,383,9059,2587,1235
,,,,,,,,384,8076,2306,1101
,,,,,,,,385,9966,2846,1358
,,,,,,,,386,9488,2710,1293
,,,,,,,,387,9182,2622,1252
,,,,,,,,388,9021,2576,1230
,,,,,,,,389,9083,2594,1238
,,,,,,,,390,9497,2712,1295
,,,,,,,,391,10491,2996,1430
,,,,,,,,392,11808,3372,1610
,,,,,,,,393,12831,3665,1749
,,,,,,,,394,13653,3899,1862
,,,,,,,,395,14376,4106,1960
,,,,,,,,396,14958,4272,2040
,,,,,,,,397,15407,4400,2100
,,,,,,,,398,15793,4511,2153
,,,,,,,,399,15875,4534,2165
,,,,,,,,400,15907,4543,2169
,,,,,,,,401,15877,4534,2165
,,,,,,,,402,15759,4501,2149
,,,,,,,,403,15392,4396,2099
,,,,,,,,404,14909,4258,2033
,,,,,,,,405,14720,4204,2007
,,,,,,,,406,14135,4037,1927
,,,,,,,,407,12785,3651,1743
,,,,,,,,408,11449,3270,1561
,,,,,,,,409,10503,3000,1432
,,,,,,,,410,9889,2825,1348
,,,,,,,,411,9493,2711,1294
,,,,,,,,412,9245,2640,1261
,,,,,,,,413,9268,2647,1263
,,,,,,,,414,9643,2754,1315
,,,,,,,,415,10684,3051,1457
,,,,,,,,416,12036,3437,1641
,,,,,,,,417,13120,3747,1789
,,,,,,,,418,14080,4021,1919
,,,,,,,,419,14910,4258,2033
,,,,,,,,420,15478,4421,2110
,,,,,,,,421,15870,4533,2164
,,,,,,,,422,16225,4633,2212
,,,,,,,,423,16448,4698,2242
,,,,,,,,424,16617,4746,2266
,,,,,,,,425,16717,4774,2279
,,,,,,,,426,16579,4735,2261
,,,,,,,,427,16199,4626,2209
,,,,,,,,428,15701,4484,2140
,,,,,,,,429,15416,4403,2102
,,,,,,,,430,14854,4243,2025
,,,,,,,,431,13581,3878,1852
,,,,,,,,432,12317,3518,1679
,,,,,,,,433,11428,3264,1558
,,,,,,,,434,10876,3106,1483
,,,,,,,,435,10527,3006,1435
,,,,,,,,436,10316,2946,1407
,,,,,,,,437,10305,2943,1405
,,,,,,,,438,10666,3046,1454
,,,,,,,,439,11610,3316,1583
,,,,,,,,440,12998,3712,1772
,,,,,,,,441,13972,3990,1905
,,,,,,,,442,14756,4214,2012
,,,,,,,,443,15564,4445,2122
,,,,,,,,444,16180,4621,2206
,,,,,,,,445,16567,4732,2259
,,,,,,,,446,16579,4735,2261
,,,,,,,,447,16191,4624,2207
,,,,,,,,448,15434,4408,2105
,,,,,,,,449,14862,4244,2026
,,,,,,,,450,14616,4174,1993
,,,,,,,,451,14244,4068,1942
,,,,,,,,452,13888,3967,1893
,,,,,,,,453,13782,3937,1879
,,,,,,,,454,13334,3808,1818
,,,,,,,,455,12202,3485,1664
,,,,,,,,456,11020,3147,1503
,,,,,,,,457,10113,2888,1378
,,,,,,,,458,9460,2702,1290
,,,,,,,,459,9045,2583,1233
,,,,,,,,460,8791,2511,1198
,,,,,,,,461,8777,2506,1196
,,,,,,,,462,9086,2595,1239
,,,,,,,,463,9840,2810,1342
,,,,,,,,464,10757,3072,1467
,,,,,,,,465,11290,3225,1540
,,,,,,,,466,11661,3331,1590
,,,,,,,,467,12023,3434,1639
,,,,,,,,468,12273,3506,1673
,,,,,,,,469,12425,3549,1694
,,,,,,,,470,12644,3611,1724
,,,,,,,,471,12722,3633,1735
,,,,,,,,472,12820,3661,1748
,,,,,,,,473,12921,3690,1762
,,,,,,,,474,12885,3680,1757
,,,,,,,,475,12514,3574,1707
,,,,,,,,476,12068,3446,1645
,,,,,,,,477,11994,3426,1635
,,,,,,,,478,11578,3306,1579
,,,,,,,,479,10569,3018,1441
,,,,,,,,480,9506,2715,1296
