Time_Index,uranium,coal,natural_gas,none,coal_ccs,natural_gas_ccs
1069,1.06,2.13,3.46,0.0,2.13,3.46
1070,1.06,2.13,3.46,0.0,2.13,3.46
1071,1.06,2.13,3.46,0.0,2.13,3.46
1072,1.06,2.13,3.46,0.0,2.13,3.46
1073,1.06,2.13,3.46,0.0,2.13,3.46
1074,1.06,2.13,3.46,0.0,2.13,3.46
1075,1.06,2.13,3.46,0.0,2.13,3.46
1076,1.06,2.13,3.46,0.0,2.13,3.46
1077,1.06,2.13,3.46,0.0,2.13,3.46
1078,1.06,2.13,3.46,0.0,2.13,3.46
1079,1.06,2.13,3.46,0.0,2.13,3.46
1080,1.06,2.13,3.46,0.0,2.13,3.46
1081,1.06,2.13,3.46,0.0,2.13,3.46
1082,1.06,2.13,3.46,0.0,2.13,3.46
1083,1.06,2.13,3.46,0.0,2.13,3.46
1084,1.06,2.13,3.46,0.0,2.13,3.46
1085,1.06,2.13,3.46,0.0,2.13,3.46
1086,1.06,2.13,3.46,0.0,2.13,3.46
1087,1.06,2.13,3.46,0.0,2.13,3.46
1088,1.06,2.13,3.46,0.0,2.13,3.46
1089,1.06,2.13,3.46,0.0,2.13,3.46
1090,1.06,2.13,3.46,0.0,2.13,3.46
1091,1.06,2.13,3.46,0.0,2.13,3.46
1092,1.06,2.13,3.46,0.0,2.13,3.46
1093,1.06,2.13,3.46,0.0,2.13,3.46
1094,1.06,2.13,3.46,0.0,2.13,3.46
1095,1.06,2.13,3.46,0.0,2.13,3.46
1096,1.06,2.13,3.46,0.0,2.13,3.46
1097,1.06,2.13,3.46,0.0,2.13,3.46
1098,1.06,2.13,3.46,0.0,2.13,3.46
1099,1.06,2.13,3.46,0.0,2.13,3.46
1100,1.06,2.13,3.46,0.0,2.13,3.46
1101,1.06,2.13,3.46,0.0,2.13,3.46
1102,1.06,2.13,3.46,0.0,2.13,3.46
1103,1.06,2.13,3.46,0.0,2.13,3.46
1104,1.06,2.13,3.46,0.0,2.13,3.46
1105,1.06,2.13,3.46,0.0,2.13,3.46
1106,1.06,2.13,3.46,0.0,2.13,3.46
1107,1.06,2.13,3.46,0.0,2.13,3.46
1108,1.06,2.13,3.46,0.0,2.13,3.46
1109,1.06,2.13,3.46,0.0,2.13,3.46
1110,1.06,2.13,3.46,0.0,2.13,3.46
1111,1.06,2.13,3.46,0.0,2.13,3.46
1112,1.06,2.13,3.46,0.0,2.13,3.46
1113,1.06,2.13,3.46,0.0,2.13,3.46
1114,1.06,2.13,3.46,0.0,2.13,3.46
1115,1.06,2.13,3.46,0.0,2.13,3.46
1116,1.06,2.13,3.46,0.0,2.13,3.46
1117,1.06,2.13,3.46,0.0,2.13,3.46
1118,1.06,2.13,3.46,0.0,2.13,3.46
1119,1.06,2.13,3.46,0.0,2.13,3.46
1120,1.06,2.13,3.46,0.0,2.13,3.46
1121,1.06,2.13,3.46,0.0,2.13,3.46
1122,1.06,2.13,3.46,0.0,2.13,3.46
1123,1.06,2.13,3.46,0.0,2.13,3.46
1124,1.06,2.13,3.46,0.0,2.13,3.46
1125,1.06,2.13,3.46,0.0,2.13,3.46
1126,1.06,2.13,3.46,0.0,2.13,3.46
1127,1.06,2.13,3.46,0.0,2.13,3.46
1128,1.06,2.13,3.46,0.0,2.13,3.46
1129,1.06,2.13,3.46,0.0,2.13,3.46
1130,1.06,2.13,3.46,0.0,2.13,3.46
1131,1.06,2.13,3.46,0.0,2.13,3.46
1132,1.06,2.13,3.46,0.0,2.13,3.46
1133,1.06,2.13,3.46,0.0,2.13,3.46
1134,1.06,2.13,3.46,0.0,2.13,3.46
1135,1.06,2.13,3.46,0.0,2.13,3.46
1136,1.06,2.13,3.46,0.0,2.13,3.46
1137,1.06,2.13,3.46,0.0,2.13,3.46
1138,1.06,2.13,3.46,0.0,2.13,3.46
1139,1.06,2.13,3.46,0.0,2.13,3.46
1140,1.06,2.13,3.46,0.0,2.13,3.46
1141,1.06,2.13,3.46,0.0,2.13,3.46
1142,1.06,2.13,3.46,0.0,2.13,3.46
1143,1.06,2.13,3.46,0.0,2.13,3.46
1144,1.06,2.13,3.46,0.0,2.13,3.46
1145,1.06,2.13,3.46,0.0,2.13,3.46
1146,1.06,2.13,3.46,0.0,2.13,3.46
1147,1.06,2.13,3.46,0.0,2.13,3.46
1148,1.06,2.13,3.46,0.0,2.13,3.46
1149,1.06,2.13,3.46,0.0,2.13,3.46
1150,1.06,2.13,3.46,0.0,2.13,3.46
1151,1.06,2.13,3.46,0.0,2.13,3.46
1152,1.06,2.13,3.46,0.0,2.13,3.46
1153,1.06,2.13,3.46,0.0,2.13,3.46
1154,1.06,2.13,3.46,0.0,2.13,3.46
1155,1.06,2.13,3.46,0.0,2.13,3.46
1156,1.06,2.13,3.46,0.0,2.13,3.46
1157,1.06,2.13,3.46,0.0,2.13,3.46
1158,1.06,2.13,3.46,0.0,2.13,3.46
1159,1.06,2.13,3.46,0.0,2.13,3.46
1160,1.06,2.13,3.46,0.0,2.13,3.46
1161,1.06,2.13,3.46,0.0,2.13,3.46
1162,1.06,2.13,3.46,0.0,2.13,3.46
1163,1.06,2.13,3.46,0.0,2.13,3.46
1164,1.06,2.13,3.46,0.0,2.13,3.46
1165,1.06,2.13,3.46,0.0,2.13,3.46
1166,1.06,2.13,3.46,0.0,2.13,3.46
1167,1.06,2.13,3.46,0.0,2.13,3.46
1168,1.06,2.13,3.46,0.0,2.13,3.46
1169,1.06,2.13,3.46,0.0,2.13,3.46
1170,1.06,2.13,3.46,0.0,2.13,3.46
1171,1.06,2.13,3.46,0.0,2.13,3.46
1172,1.06,2.13,3.46,0.0,2.13,3.46
1173,1.06,2.13,3.46,0.0,2.13,3.46
1174,1.06,2.13,3.46,0.0,2.13,3.46
1175,1.06,2.13,3.46,0.0,2.13,3.46
1176,1.06,2.13,3.46,0.0,2.13,3.46
1177,1.06,2.13,3.46,0.0,2.13,3.46
1178,1.06,2.13,3.46,0.0,2.13,3.46
1179,1.06,2.13,3.46,0.0,2.13,3.46
1180,1.06,2.13,3.46,0.0,2.13,3.46
1181,1.06,2.13,3.46,0.0,2.13,3.46
1182,1.06,2.13,3.46,0.0,2.13,3.46
1183,1.06,2.13,3.46,0.0,2.13,3.46
1184,1.06,2.13,3.46,0.0,2.13,3.46
1185,1.06,2.13,3.46,0.0,2.13,3.46
1186,1.06,2.13,3.46,0.0,2.13,3.46
1187,1.06,2.13,3.46,0.0,2.13,3.46
1188,1.06,2.13,3.46,0.0,2.13,3.46
1189,1.06,2.13,3.46,0.0,2.13,3.46
1190,1.06,2.13,3.46,0.0,2.13,3.46
1191,1.06,2.13,3.46,0.0,2.13,3.46
1192,1.06,2.13,3.46,0.0,2.13,3.46
1193,1.06,2.13,3.46,0.0,2.13,3.46
1194,1.06,2.13,3.46,0.0,2.13,3.46
1195,1.06,2.13,3.46,0.0,2.13,3.46
1196,1.06,2.13,3.46,0.0,2.13,3.46
1197,1.06,2.13,3.46,0.0,2.13,3.46
1198,1.06,2.13,3.46,0.0,2.13,3.46
1199,1.06,2.13,3.46,0.0,2.13,3.46
1200,1.06,2.13,3.46,0.0,2.13,3.46
1201,1.06,2.13,3.46,0.0,2.13,3.46
1202,1.06,2.13,3.46,0.0,2.13,3.46
1203,1.06,2.13,3.46,0.0,2.13,3.46
1204,1.06,2.13,3.46,0.0,2.13,3.46
1205,1.06,2.13,3.46,0.0,2.13,3.46
1206,1.06,2.13,3.46,0.0,2.13,3.46
1207,1.06,2.13,3.46,0.0,2.13,3.46
1208,1.06,2.13,3.46,0.0,2.13,3.46
1209,1.06,2.13,3.46,0.0,2.13,3.46
1210,1.06,2.13,3.46,0.0,2.13,3.46
1211,1.06,2.13,3.46,0.0,2.13,3.46
1212,1.06,2.13,3.46,0.0,2.13,3.46
1213,1.06,2.13,3.46,0.0,2.13,3.46
1214,1.06,2.13,3.46,0.0,2.13,3.46
1215,1.06,2.13,3.46,0.0,2.13,3.46
1216,1.06,2.13,3.46,0.0,2.13,3.46
1217,1.06,2.13,3.46,0.0,2.13,3.46
1218,1.06,2.13,3.46,0.0,2.13,3.46
1219,1.06,2.13,3.46,0.0,2.13,3.46
1220,1.06,2.13,3.46,0.0,2.13,3.46
1221,1.06,2.13,3.46,0.0,2.13,3.46
1222,1.06,2.13,3.46,0.0,2.13,3.46
1223,1.06,2.13,3.46,0.0,2.13,3.46
1224,1.06,2.13,3.46,0.0,2.13,3.46
1225,1.06,2.13,3.46,0.0,2.13,3.46
1226,1.06,2.13,3.46,0.0,2.13,3.46
1227,1.06,2.13,3.46,0.0,2.13,3.46
1228,1.06,2.13,3.46,0.0,2.13,3.46
1229,1.06,2.13,3.46,0.0,2.13,3.46
1230,1.06,2.13,3.46,0.0,2.13,3.46
1231,1.06,2.13,3.46,0.0,2.13,3.46
1232,1.06,2.13,3.46,0.0,2.13,3.46
1233,1.06,2.13,3.46,0.0,2.13,3.46
1234,1.06,2.13,3.46,0.0,2.13,3.46
1235,1.06,2.13,3.46,0.0,2.13,3.46
1236,1.06,2.13,3.46,0.0,2.13,3.46
1237,1.06,2.13,3.46,0.0,2.13,3.46
1238,1.06,2.13,3.46,0.0,2.13,3.46
1239,1.06,2.13,3.46,0.0,2.13,3.46
1240,1.06,2.13,3.46,0.0,2.13,3.46
1241,1.06,2.13,3.46,0.0,2.13,3.46
1242,1.06,2.13,3.46,0.0,2.13,3.46
1243,1.06,2.13,3.46,0.0,2.13,3.46
1244,1.06,2.13,3.46,0.0,2.13,3.46
1245,1.06,2.13,3.46,0.0,2.13,3.46
1246,1.06,2.13,3.46,0.0,2.13,3.46
1247,1.06,2.13,3.46,0.0,2.13,3.46
1248,1.06,2.13,3.46,0.0,2.13,3.46
1249,1.06,2.13,3.46,0.0,2.13,3.46
1250,1.06,2.13,3.46,0.0,2.13,3.46
1251,1.06,2.13,3.46,0.0,2.13,3.46
1252,1.06,2.13,3.46,0.0,2.13,3.46
1253,1.06,2.13,3.46,0.0,2.13,3.46
1254,1.06,2.13,3.46,0.0,2.13,3.46
1255,1.06,2.13,3.46,0.0,2.13,3.46
1256,1.06,2.13,3.46,0.0,2.13,3.46
1257,1.06,2.13,3.46,0.0,2.13,3.46
1258,1.06,2.13,3.46,0.0,2.13,3.46
1259,1.06,2.13,3.46,0.0,2.13,3.46
1260,1.06,2.13,3.46,0.0,2.13,3.46
1261,1.06,2.13,3.46,0.0,2.13,3.46
1262,1.06,2.13,3.46,0.0,2.13,3.46
1263,1.06,2.13,3.46,0.0,2.13,3.46
1264,1.06,2.13,3.46,0.0,2.13,3.46
1265,1.06,2.13,3.46,0.0,2.13,3.46
1266,1.06,2.13,3.46,0.0,2.13,3.46
1267,1.06,2.13,3.46,0.0,2.13,3.46
1268,1.06,2.13,3.46,0.0,2.13,3.46
1269,1.06,2.13,3.46,0.0,2.13,3.46
1270,1.06,2.13,3.46,0.0,2.13,3.46
1271,1.06,2.13,3.46,0.0,2.13,3.46
1272,1.06,2.13,3.46,0.0,2.13,3.46
1273,1.06,2.13,3.46,0.0,2.13,3.46
1274,1.06,2.13,3.46,0.0,2.13,3.46
1275,1.06,2.13,3.46,0.0,2.13,3.46
1276,1.06,2.13,3.46,0.0,2.13,3.46
1277,1.06,2.13,3.46,0.0,2.13,3.46
1278,1.06,2.13,3.46,0.0,2.13,3.46
1279,1.06,2.13,3.46,0.0,2.13,3.46
1280,1.06,2.13,3.46,0.0,2.13,3.46
1281,1.06,2.13,3.46,0.0,2.13,3.46
1282,1.06,2.13,3.46,0.0,2.13,3.46
1283,1.06,2.13,3.46,0.0,2.13,3.46
1284,1.06,2.13,3.46,0.0,2.13,3.46
1285,1.06,2.13,3.46,0.0,2.13,3.46
1286,1.06,2.13,3.46,0.0,2.13,3.46
1287,1.06,2.13,3.46,0.0,2.13,3.46
1288,1.06,2.13,3.46,0.0,2.13,3.46
1289,1.06,2.13,3.46,0.0,2.13,3.46
1290,1.06,2.13,3.46,0.0,2.13,3.46
1291,1.06,2.13,3.46,0.0,2.13,3.46
1292,1.06,2.13,3.46,0.0,2.13,3.46
1293,1.06,2.13,3.46,0.0,2.13,3.46
1294,1.06,2.13,3.46,0.0,2.13,3.46
1295,1.06,2.13,3.46,0.0,2.13,3.46
1296,1.06,2.13,3.46,0.0,2.13,3.46
1297,1.06,2.13,3.46,0.0,2.13,3.46
1298,1.06,2.13,3.46,0.0,2.13,3.46
1299,1.06,2.13,3.46,0.0,2.13,3.46
1300,1.06,2.13,3.46,0.0,2.13,3.46
1301,1.06,2.13,3.46,0.0,2.13,3.46
1302,1.06,2.13,3.46,0.0,2.13,3.46
1303,1.06,2.13,3.46,0.0,2.13,3.46
1304,1.06,2.13,3.46,0.0,2.13,3.46
1305,1.06,2.13,3.46,0.0,2.13,3.46
1306,1.06,2.13,3.46,0.0,2.13,3.46
1307,1.06,2.13,3.46,0.0,2.13,3.46
1308,1.06,2.13,3.46,0.0,2.13,3.46
1309,1.06,2.13,3.46,0.0,2.13,3.46
1310,1.06,2.13,3.46,0.0,2.13,3.46
1311,1.06,2.13,3.46,0.0,2.13,3.46
1312,1.06,2.13,3.46,0.0,2.13,3.46
1313,1.06,2.13,3.46,0.0,2.13,3.46
1314,1.06,2.13,3.46,0.0,2.13,3.46
1315,1.06,2.13,3.46,0.0,2.13,3.46
1316,1.06,2.13,3.46,0.0,2.13,3.46
1317,1.06,2.13,3.46,0.0,2.13,3.46
1318,1.06,2.13,3.46,0.0,2.13,3.46
1319,1.06,2.13,3.46,0.0,2.13,3.46
1320,1.06,2.13,3.46,0.0,2.13,3.46
1321,1.06,2.13,3.46,0.0,2.13,3.46
1322,1.06,2.13,3.46,0.0,2.13,3.46
1323,1.06,2.13,3.46,0.0,2.13,3.46
1324,1.06,2.13,3.46,0.0,2.13,3.46
1325,1.06,2.13,3.46,0.0,2.13,3.46
1326,1.06,2.13,3.46,0.0,2.13,3.46
1327,1.06,2.13,3.46,0.0,2.13,3.46
1328,1.06,2.13,3.46,0.0,2.13,3.46
1329,1.06,2.13,3.46,0.0,2.13,3.46
1330,1.06,2.13,3.46,0.0,2.13,3.46
1331,1.06,2.13,3.46,0.0,2.13,3.46
1332,1.06,2.13,3.46,0.0,2.13,3.46
1333,1.06,2.13,3.46,0.0,2.13,3.46
1334,1.06,2.13,3.46,0.0,2.13,3.46
1335,1.06,2.13,3.46,0.0,2.13,3.46
1336,1.06,2.13,3.46,0.0,2.13,3.46
1337,1.06,2.13,3.46,0.0,2.13,3.46
1338,1.06,2.13,3.46,0.0,2.13,3.46
1339,1.06,2.13,3.46,0.0,2.13,3.46
1340,1.06,2.13,3.46,0.0,2.13,3.46
1341,1.06,2.13,3.46,0.0,2.13,3.46
1342,1.06,2.13,3.46,0.0,2.13,3.46
1343,1.06,2.13,3.46,0.0,2.13,3.46
1344,1.06,2.13,3.46,0.0,2.13,3.46
1345,1.06,2.13,3.46,0.0,2.13,3.46
1346,1.06,2.13,3.46,0.0,2.13,3.46
1347,1.06,2.13,3.46,0.0,2.13,3.46
1348,1.06,2.13,3.46,0.0,2.13,3.46
1349,1.06,2.13,3.46,0.0,2.13,3.46
1350,1.06,2.13,3.46,0.0,2.13,3.46
1351,1.06,2.13,3.46,0.0,2.13,3.46
1352,1.06,2.13,3.46,0.0,2.13,3.46
1353,1.06,2.13,3.46,0.0,2.13,3.46
1354,1.06,2.13,3.46,0.0,2.13,3.46
1355,1.06,2.13,3.46,0.0,2.13,3.46
1356,1.06,2.13,3.46,0.0,2.13,3.46
1357,1.06,2.13,3.46,0.0,2.13,3.46
1358,1.06,2.13,3.46,0.0,2.13,3.46
1359,1.06,2.13,3.46,0.0,2.13,3.46
1360,1.06,2.13,3.46,0.0,2.13,3.46
1361,1.06,2.13,3.46,0.0,2.13,3.46
1362,1.06,2.13,3.46,0.0,2.13,3.46
1363,1.06,2.13,3.46,0.0,2.13,3.46
1364,1.06,2.13,3.46,0.0,2.13,3.46
1365,1.06,2.13,3.46,0.0,2.13,3.46
1366,1.06,2.13,3.46,0.0,2.13,3.46
1367,1.06,2.13,3.46,0.0,2.13,3.46
1368,1.06,2.13,3.46,0.0,2.13,3.46
1369,1.06,2.13,3.46,0.0,2.13,3.46
1370,1.06,2.13,3.46,0.0,2.13,3.46
1371,1.06,2.13,3.46,0.0,2.13,3.46
1372,1.06,2.13,3.46,0.0,2.13,3.46
1373,1.06,2.13,3.46,0.0,2.13,3.46
1374,1.06,2.13,3.46,0.0,2.13,3.46
1375,1.06,2.13,3.46,0.0,2.13,3.46
1376,1.06,2.13,3.46,0.0,2.13,3.46
1377,1.06,2.13,3.46,0.0,2.13,3.46
1378,1.06,2.13,3.46,0.0,2.13,3.46
1379,1.06,2.13,3.46,0.0,2.13,3.46
1380,1.06,2.13,3.46,0.0,2.13,3.46
1381,1.06,2.13,3.46,0.0,2.13,3.46
1382,1.06,2.13,3.46,0.0,2.13,3.46
1383,1.06,2.13,3.46,0.0,2.13,3.46
1384,1.06,2.13,3.46,0.0,2.13,3.46
1385,1.06,2.13,3.46,0.0,2.13,3.46
1386,1.06,2.13,3.46,0.0,2.13,3.46
1387,1.06,2.13,3.46,0.0,2.13,3.46
1388,1.06,2.13,3.46,0.0,2.13,3.46
1389,1.06,2.13,3.46,0.0,2.13,3.46
1390,1.06,2.13,3.46,0.0,2.13,3.46
1391,1.06,2.13,3.46,0.0,2.13,3.46
1392,1.06,2.13,3.46,0.0,2.13,3.46
1393,1.06,2.13,3.46,0.0,2.13,3.46
1394,1.06,2.13,3.46,0.0,2.13,3.46
1395,1.06,2.13,3.46,0.0,2.13,3.46
1396,1.06,2.13,3.46,0.0,2.13,3.46
1397,1.06,2.13,3.46,0.0,2.13,3.46
1398,1.06,2.13,3.46,0.0,2.13,3.46
1399,1.06,2.13,3.46,0.0,2.13,3.46
1400,1.06,2.13,3.46,0.0,2.13,3.46
1401,1.06,2.13,3.46,0.0,2.13,3.46
1402,1.06,2.13,3.46,0.0,2.13,3.46
1403,1.06,2.13,3.46,0.0,2.13,3.46
1404,1.06,2.13,3.46,0.0,2.13,3.46
1405,1.06,2.13,3.46,0.0,2.13,3.46
1406,1.06,2.13,3.46,0.0,2.13,3.46
1407,1.06,2.13,3.46,0.0,2.13,3.46
1408,1.06,2.13,3.46,0.0,2.13,3.46
1409,1.06,2.13,3.46,0.0,2.13,3.46
1410,1.06,2.13,3.46,0.0,2.13,3.46
1411,1.06,2.13,3.46,0.0,2.13,3.46
1412,1.06,2.13,3.46,0.0,2.13,3.46
1413,1.06,2.13,3.46,0.0,2.13,3.46
1414,1.06,2.13,3.46,0.0,2.13,3.46
1415,1.06,2.13,3.46,0.0,2.13,3.46
1416,1.06,2.13,3.46,0.0,2.13,3.46
1417,1.06,2.13,3.46,0.0,2.13,3.46
1418,1.06,2.13,3.46,0.0,2.13,3.46
1419,1.06,2.13,3.46,0.0,2.13,3.46
1420,1.06,2.13,3.46,0.0,2.13,3.46
1421,1.06,2.13,3.46,0.0,2.13,3.46
1422,1.06,2.13,3.46,0.0,2.13,3.46
1423,1.06,2.13,3.46,0.0,2.13,3.46
1424,1.06,2.13,3.46,0.0,2.13,3.46
1425,1.06,2.13,3.46,0.0,2.13,3.46
1426,1.06,2.13,3.46,0.0,2.13,3.46
1427,1.06,2.13,3.46,0.0,2.13,3.46
1428,1.06,2.13,3.46,0.0,2.13,3.46
1429,1.06,2.13,3.46,0.0,2.13,3.46
1430,1.06,2.13,3.46,0.0,2.13,3.46
1431,1.06,2.13,3.46,0.0,2.13,3.46
1432,1.06,2.13,3.46,0.0,2.13,3.46
1433,1.06,2.13,3.46,0.0,2.13,3.46
1434,1.06,2.13,3.46,0.0,2.13,3.46
1435,1.06,2.13,3.46,0.0,2.13,3.46
1436,1.06,2.13,3.46,0.0,2.13,3.46
1437,1.06,2.13,3.46,0.0,2.13,3.46
1438,1.06,2.13,3.46,0.0,2.13,3.46
1439,1.06,2.13,3.46,0.0,2.13,3.46
1440,1.06,2.13,3.46,0.0,2.13,3.46
1441,1.06,2.13,3.46,0.0,2.13,3.46
1442,1.06,2.13,3.46,0.0,2.13,3.46
1443,1.06,2.13,3.46,0.0,2.13,3.46
1444,1.06,2.13,3.46,0.0,2.13,3.46
1445,1.06,2.13,3.46,0.0,2.13,3.46
1446,1.06,2.13,3.46,0.0,2.13,3.46
1447,1.06,2.13,3.46,0.0,2.13,3.46
1448,1.06,2.13,3.46,0.0,2.13,3.46
1449,1.06,2.13,3.46,0.0,2.13,3.46
1450,1.06,2.13,3.46,0.0,2.13,3.46
1451,1.06,2.13,3.46,0.0,2.13,3.46
1452,1.06,2.13,3.46,0.0,2.13,3.46
1453,1.06,2.13,3.46,0.0,2.13,3.46
1454,1.06,2.13,3.46,0.0,2.13,3.46
1455,1.06,2.13,3.46,0.0,2.13,3.46
1456,1.06,2.13,3.46,0.0,2.13,3.46
1457,1.06,2.13,3.46,0.0,2.13,3.46
1458,1.06,2.13,3.46,0.0,2.13,3.46
1459,1.06,2.13,3.46,0.0,2.13,3.46
1460,1.06,2.13,3.46,0.0,2.13,3.46
1461,1.06,2.13,3.46,0.0,2.13,3.46
1462,1.06,2.13,3.46,0.0,2.13,3.46
1463,1.06,2.13,3.46,0.0,2.13,3.46
1464,1.06,2.13,3.46,0.0,2.13,3.46
1465,1.06,2.13,3.46,0.0,2.13,3.46
1466,1.06,2.13,3.46,0.0,2.13,3.46
1467,1.06,2.13,3.46,0.0,2.13,3.46
1468,1.06,2.13,3.46,0.0,2.13,3.46
1469,1.06,2.13,3.46,0.0,2.13,3.46
1470,1.06,2.13,3.46,0.0,2.13,3.46
1471,1.06,2.13,3.46,0.0,2.13,3.46
1472,1.06,2.13,3.46,0.0,2.13,3.46
1473,1.06,2.13,3.46,0.0,2.13,3.46
1474,1.06,2.13,3.46,0.0,2.13,3.46
1475,1.06,2.13,3.46,0.0,2.13,3.46
1476,1.06,2.13,3.46,0.0,2.13,3.46
1477,1.06,2.13,3.46,0.0,2.13,3.46
1478,1.06,2.13,3.46,0.0,2.13,3.46
1479,1.06,2.13,3.46,0.0,2.13,3.46
1480,1.06,2.13,3.46,0.0,2.13,3.46
1481,1.06,2.13,3.46,0.0,2.13,3.46
1482,1.06,2.13,3.46,0.0,2.13,3.46
1483,1.06,2.13,3.46,0.0,2.13,3.46
1484,1.06,2.13,3.46,0.0,2.13,3.46
1485,1.06,2.13,3.46,0.0,2.13,3.46
1486,1.06,2.13,3.46,0.0,2.13,3.46
1487,1.06,2.13,3.46,0.0,2.13,3.46
1488,1.06,2.13,3.46,0.0,2.13,3.46
1489,1.06,2.13,3.46,0.0,2.13,3.46
1490,1.06,2.13,3.46,0.0,2.13,3.46
1491,1.06,2.13,3.46,0.0,2.13,3.46
1492,1.06,2.13,3.46,0.0,2.13,3.46
1493,1.06,2.13,3.46,0.0,2.13,3.46
1494,1.06,2.13,3.46,0.0,2.13,3.46
1495,1.06,2.13,3.46,0.0,2.13,3.46
1496,1.06,2.13,3.46,0.0,2.13,3.46
1497,1.06,2.13,3.46,0.0,2.13,3.46
1498,1.06,2.13,3.46,0.0,2.13,3.46
1499,1.06,2.13,3.46,0.0,2.13,3.46
1500,1.06,2.13,3.46,0.0,2.13,3.46
1501,1.06,2.13,3.46,0.0,2.13,3.46
1502,1.06,2.13,3.46,0.0,2.13,3.46
1503,1.06,2.13,3.46,0.0,2.13,3.46
1504,1.06,2.13,3.46,0.0,2.13,3.46
1505,1.06,2.13,3.46,0.0,2.13,3.46
1506,1.06,2.13,3.46,0.0,2.13,3.46
1507,1.06,2.13,3.46,0.0,2.13,3.46
1508,1.06,2.13,3.46,0.0,2.13,3.46
1509,1.06,2.13,3.46,0.0,2.13,3.46
1510,1.06,2.13,3.46,0.0,2.13,3.46
1511,1.06,2.13,3.46,0.0,2.13,3.46
1512,1.06,2.13,3.46,0.0,2.13,3.46
1513,1.06,2.13,3.46,0.0,2.13,3.46
1514,1.06,2.13,3.46,0.0,2.13,3.46
1515,1.06,2.13,3.46,0.0,2.13,3.46
1516,1.06,2.13,3.46,0.0,2.13,3.46
1517,1.06,2.13,3.46,0.0,2.13,3.46
1518,1.06,2.13,3.46,0.0,2.13,3.46
1519,1.06,2.13,3.46,0.0,2.13,3.46
1520,1.06,2.13,3.46,0.0,2.13,3.46
1521,1.06,2.13,3.46,0.0,2.13,3.46
1522,1.06,2.13,3.46,0.0,2.13,3.46
1523,1.06,2.13,3.46,0.0,2.13,3.46
1524,1.06,2.13,3.46,0.0,2.13,3.46
1525,1.06,2.13,3.46,0.0,2.13,3.46
1526,1.06,2.13,3.46,0.0,2.13,3.46
1527,1.06,2.13,3.46,0.0,2.13,3.46
1528,1.06,2.13,3.46,0.0,2.13,3.46
1529,1.06,2.13,3.46,0.0,2.13,3.46
1530,1.06,2.13,3.46,0.0,2.13,3.46
1531,1.06,2.13,3.46,0.0,2.13,3.46
1532,1.06,2.13,3.46,0.0,2.13,3.46
1533,1.06,2.13,3.46,0.0,2.13,3.46
1534,1.06,2.13,3.46,0.0,2.13,3.46
1535,1.06,2.13,3.46,0.0,2.13,3.46
1536,1.06,2.13,3.46,0.0,2.13,3.46
1537,1.06,2.13,3.46,0.0,2.13,3.46
1538,1.06,2.13,3.46,0.0,2.13,3.46
1539,1.06,2.13,3.46,0.0,2.13,3.46
1540,1.06,2.13,3.46,0.0,2.13,3.46
1541,1.06,2.13,3.46,0.0,2.13,3.46
1542,1.06,2.13,3.46,0.0,2.13,3.46
1543,1.06,2.13,3.46,0.0,2.13,3.46
1544,1.06,2.13,3.46,0.0,2.13,3.46
1545,1.06,2.13,3.46,0.0,2.13,3.46
1546,1.06,2.13,3.46,0.0,2.13,3.46
1547,1.06,2.13,3.46,0.0,2.13,3.46
1548,1.06,2.13,3.46,0.0,2.13,3.46
1549,1.06,2.13,3.46,0.0,2.13,3.46
1550,1.06,2.13,3.46,0.0,2.13,3.46
1551,1.06,2.13,3.46,0.0,2.13,3.46
1552,1.06,2.13,3.46,0.0,2.13,3.46
1553,1.06,2.13,3.46,0.0,2.13,3.46
1554,1.06,2.13,3.46,0.0,2.13,3.46
1555,1.06,2.13,3.46,0.0,2.13,3.46
1556,1.06,2.13,3.46,0.0,2.13,3.46
1557,1.06,2.13,3.46,0.0,2.13,3.46
1558,1.06,2.13,3.46,0.0,2.13,3.46
1559,1.06,2.13,3.46,0.0,2.13,3.46
1560,1.06,2.13,3.46,0.0,2.13,3.46
1561,1.06,2.13,3.46,0.0,2.13,3.46
1562,1.06,2.13,3.46,0.0,2.13,3.46
1563,1.06,2.13,3.46,0.0,2.13,3.46
1564,1.06,2.13,3.46,0.0,2.13,3.46
1565,1.06,2.13,3.46,0.0,2.13,3.46
1566,1.06,2.13,3.46,0.0,2.13,3.46
1567,1.06,2.13,3.46,0.0,2.13,3.46
1568,1.06,2.13,3.46,0.0,2.13,3.46
1569,1.06,2.13,3.46,0.0,2.13,3.46
1570,1.06,2.13,3.46,0.0,2.13,3.46
1571,1.06,2.13,3.46,0.0,2.13,3.46
1572,1.06,2.13,3.46,0.0,2.13,3.46
1573,1.06,2.13,3.46,0.0,2.13,3.46
1574,1.06,2.13,3.46,0.0,2.13,3.46
1575,1.06,2.13,3.46,0.0,2.13,3.46
1576,1.06,2.13,3.46,0.0,2.13,3.46
1577,1.06,2.13,3.46,0.0,2.13,3.46
1578,1.06,2.13,3.46,0.0,2.13,3.46
1579,1.06,2.13,3.46,0.0,2.13,3.46
1580,1.06,2.13,3.46,0.0,2.13,3.46
1581,1.06,2.13,3.46,0.0,2.13,3.46
1582,1.06,2.13,3.46,0.0,2.13,3.46
1583,1.06,2.13,3.46,0.0,2.13,3.46
1584,1.06,2.13,3.46,0.0,2.13,3.46
1585,1.06,2.13,3.46,0.0,2.13,3.46
