Time_Index,MA_natural_gas_combined_cycle_z1,CT_natural_gas_combined_cycle_z2,ME_natural_gas_combined_cycle_z3,MA_solar_pv_z1,CT_onshore_wind_z2,CT_solar_pv_z2,ME_onshore_wind_z3,MA_battery_z1,CT_battery_z2,ME_battery_z3
45,1.0,1.0,1.0,0.0,0.923290074,0.0,0.908633113,1.0,1.0,1.0
46,1.0,1.0,1.0,0.0,0.881124794,0.0,0.971499681,1.0,1.0,1.0
47,1.0,1.0,1.0,0.0,0.837216139,0.0,0.997881591,1.0,1.0,1.0
48,1.0,1.0,1.0,0.0,0.935307026,0.0,0.981252551,1.0,1.0,1.0
49,1.0,1.0,1.0,0.0,0.95678848,0.0,0.874063134,1.0,1.0,1.0
50,1.0,1.0,1.0,0.0,0.960784912,0.0,0.785421908,1.0,1.0,1.0
51,1.0,1.0,1.0,0.0,0.964077592,0.0,0.838933825,1.0,1.0,1.0
52,1.0,1.0,1.0,0.0,0.821918488,0.0,0.836373806,1.0,1.0,1.0
53,1.0,1.0,1.0,0.0,0.535242558,0.0,0.798461854,1.0,1.0,1.0
54,1.0,1.0,1.0,0.0,0.421804518,0.0,0.835002184,1.0,1.0,1.0
55,1.0,1.0,1.0,0.0,0.44402492,0.0,0.936725378,1.0,1.0,1.0
56,1.0,1.0,1.0,0.0,0.506769657,0.0,0.92959249,1.0,1.0,1.0
57,1.0,1.0,1.0,0.1008,0.716469467,0.1563,0.786107421,1.0,1.0,1.0
58,1.0,1.0,1.0,0.3571,0.479748398,0.4284,0.73866868,1.0,1.0,1.0
59,1.0,1.0,1.0,0.5425,0.77202934,0.5777,0.717252851,1.0,1.0,1.0
60,1.0,1.0,1.0,0.6327,0.629349351,0.6501,0.634071887,1.0,1.0,1.0
61,1.0,1.0,1.0,0.6563,0.735723257,0.6632,0.717576087,1.0,1.0,1.0
62,1.0,1.0,1.0,0.6462,0.502739787,0.6461,0.680005491,1.0,1.0,1.0
63,1.0,1.0,1.0,0.5642,0.707346141,0.5617,0.761096835,1.0,1.0,1.0
64,1.0,1.0,1.0,0.3954,0.32747677,0.3732,0.737764895,1.0,1.0,1.0
65,1.0,1.0,1.0,0.1551,0.927522063,0.1768,0.7636289,1.0,1.0,1.0
66,1.0,1.0,1.0,0.0,0.636502683,0.0,0.771935344,1.0,1.0,1.0
67,1.0,1.0,1.0,0.0,0.664787829,0.0,0.867450655,1.0,1.0,1.0
68,1.0,1.0,1.0,0.0,0.515376031,0.0,0.923220873,1.0,1.0,1.0
69,1.0,1.0,1.0,0.0,0.439054638,0.0,0.93512392,1.0,1.0,1.0
70,1.0,1.0,1.0,0.0,0.750679374,0.0,0.801682234,1.0,1.0,1.0
71,1.0,1.0,1.0,0.0,0.814183295,0.0,0.73993969,1.0,1.0,1.0
72,1.0,1.0,1.0,0.0,0.872650862,0.0,0.863863051,1.0,1.0,1.0
73,1.0,1.0,1.0,0.0,0.888046741,0.0,0.794329345,1.0,1.0,1.0
74,1.0,1.0,1.0,0.0,0.731665611,0.0,0.7056126,1.0,1.0,1.0
75,1.0,1.0,1.0,0.0,0.777789474,0.0,0.764104486,1.0,1.0,1.0
76,1.0,1.0,1.0,0.0,0.943983614,0.0,0.786875129,1.0,1.0,1.0
77,1.0,1.0,1.0,0.0,0.947459102,0.0,0.886458337,1.0,1.0,1.0
78,1.0,1.0,1.0,0.0,0.747204661,0.0,0.976139545,1.0,1.0,1.0
79,1.0,1.0,1.0,0.0,0.933167934,0.0,0.972755671,1.0,1.0,1.0
80,1.0,1.0,1.0,0.0,0.757942557,0.0,0.896742344,1.0,1.0,1.0
81,1.0,1.0,1.0,0.2189,0.785400927,0.1756,0.984853625,1.0,1.0,1.0
82,1.0,1.0,1.0,0.4091,0.641020477,0.359,0.902690589,1.0,1.0,1.0
83,1.0,1.0,1.0,0.5094,0.963223636,0.4301,0.9146806,1.0,1.0,1.0
84,1.0,1.0,1.0,0.5486,0.768399656,0.4563,0.959157526,1.0,1.0,1.0
85,1.0,1.0,1.0,0.5372,0.880754352,0.3894,0.980083108,1.0,1.0,1.0
86,1.0,1.0,1.0,0.4018,0.927021861,0.4534,0.962692797,1.0,1.0,1.0
87,1.0,1.0,1.0,0.4305,0.91498971,0.5024,0.874517322,1.0,1.0,1.0
88,1.0,1.0,1.0,0.3475,0.568014443,0.3741,0.909573317,1.0,1.0,1.0
89,1.0,1.0,1.0,0.1858,0.400734007,0.207,0.887189507,1.0,1.0,1.0
90,1.0,1.0,1.0,0.0,0.370842636,0.0,0.914014876,1.0,1.0,1.0
91,1.0,1.0,1.0,0.0,0.345947564,0.0,0.881599724,1.0,1.0,1.0
92,1.0,1.0,1.0,0.0,0.52340579,0.0,0.903847158,1.0,1.0,1.0
93,1.0,1.0,1.0,0.0,0.235718831,0.0,0.908420205,1.0,1.0,1.0
94,1.0,1.0,1.0,0.0,0.353133857,0.0,0.877573609,1.0,1.0,1.0
95,1.0,1.0,1.0,0.0,0.123410217,0.0,0.374645948,1.0,1.0,1.0
96,1.0,1.0,1.0,0.0,0.159678772,0.0,0.802588284,1.0,1.0,1.0
97,1.0,1.0,1.0,0.0,0.174881235,0.0,0.690074623,1.0,1.0,1.0
98,1.0,1.0,1.0,0.0,0.268058985,0.0,0.677912593,1.0,1.0,1.0
99,1.0,1.0,1.0,0.0,0.07365521,0.0,0.683205128,1.0,1.0,1.0
100,1.0,1.0,1.0,0.0,0.09225262,0.0,0.589605987,1.0,1.0,1.0
101,1.0,1.0,1.0,0.0,0.1769187,0.0,0.580307305,1.0,1.0,1.0
102,1.0,1.0,1.0,0.0,0.047160737,0.0,0.634193897,1.0,1.0,1.0
103,1.0,1.0,1.0,0.0,0.018978704,0.0,0.679633021,1.0,1.0,1.0
104,1.0,1.0,1.0,0.0,0.007698048,0.0,0.686066628,1.0,1.0,1.0
105,1.0,1.0,1.0,0.1243,0.0,0.1448,0.628320456,1.0,1.0,1.0
106,1.0,1.0,1.0,0.3369,3.21e-06,0.381,0.540198147,1.0,1.0,1.0
107,1.0,1.0,1.0,0.5427,0.0,0.4255,0.395114601,1.0,1.0,1.0
108,1.0,1.0,1.0,0.5165,0.0,0.4001,0.167897642,1.0,1.0,1.0
109,1.0,1.0,1.0,0.4801,0.0,0.3675,0.094961971,1.0,1.0,1.0
110,1.0,1.0,1.0,0.4327,0.0,0.3052,0.083402254,1.0,1.0,1.0
111,1.0,1.0,1.0,0.3182,0.016408831,0.2707,0.081223026,1.0,1.0,1.0
112,1.0,1.0,1.0,0.1995,0.121261552,0.1831,0.027838761,1.0,1.0,1.0
113,1.0,1.0,1.0,0.0683,0.194417536,0.078,0.033720993,1.0,1.0,1.0
114,1.0,1.0,1.0,0.0,0.331171334,0.0,0.124309257,1.0,1.0,1.0
115,1.0,1.0,1.0,0.0,0.57641989,0.0,0.199696913,1.0,1.0,1.0
116,1.0,1.0,1.0,0.0,0.249798104,0.0,0.368104279,1.0,1.0,1.0
117,1.0,1.0,1.0,0.0,0.31388849,0.0,0.412119091,1.0,1.0,1.0
118,1.0,1.0,1.0,0.0,0.263796777,0.0,0.432690829,1.0,1.0,1.0
119,1.0,1.0,1.0,0.0,0.322466075,0.0,0.638492703,1.0,1.0,1.0
120,1.0,1.0,1.0,0.0,0.329577833,0.0,0.733269811,1.0,1.0,1.0
121,1.0,1.0,1.0,0.0,0.705949306,0.0,0.780201435,1.0,1.0,1.0
122,1.0,1.0,1.0,0.0,0.834924579,0.0,0.786337197,1.0,1.0,1.0
123,1.0,1.0,1.0,0.0,0.832703173,0.0,0.797727823,1.0,1.0,1.0
124,1.0,1.0,1.0,0.0,0.727586865,0.0,0.823553085,1.0,1.0,1.0
125,1.0,1.0,1.0,0.0,0.626110256,0.0,0.758514643,1.0,1.0,1.0
126,1.0,1.0,1.0,0.0,0.721315265,0.0,0.721159458,1.0,1.0,1.0
127,1.0,1.0,1.0,0.0,0.785158873,0.0,0.718788862,1.0,1.0,1.0
128,1.0,1.0,1.0,0.0,0.59819752,0.0,0.807962596,1.0,1.0,1.0
129,1.0,1.0,1.0,0.0,0.567111433,0.0,0.934006155,1.0,1.0,1.0
130,1.0,1.0,1.0,0.003,0.326491237,0.0064,0.948075294,1.0,1.0,1.0
131,1.0,1.0,1.0,0.0852,0.390583217,0.116,0.981830955,1.0,1.0,1.0
132,1.0,1.0,1.0,0.1324,0.287067473,0.0999,0.98286736,1.0,1.0,1.0
133,1.0,1.0,1.0,0.1041,0.229321212,0.1202,0.940139234,1.0,1.0,1.0
134,1.0,1.0,1.0,0.1276,0.154025629,0.192,0.877916396,1.0,1.0,1.0
135,1.0,1.0,1.0,0.1108,0.115687042,0.1404,0.879350662,1.0,1.0,1.0
136,1.0,1.0,1.0,0.0825,0.054644316,0.0697,0.896614492,1.0,1.0,1.0
137,1.0,1.0,1.0,0.0043,0.088804618,0.0,0.837487161,1.0,1.0,1.0
138,1.0,1.0,1.0,0.0,0.72049433,0.0,0.721934199,1.0,1.0,1.0
139,1.0,1.0,1.0,0.0,0.834395289,0.0,0.659873962,1.0,1.0,1.0
140,1.0,1.0,1.0,0.0,0.950648248,0.0,0.497243434,1.0,1.0,1.0
141,1.0,1.0,1.0,0.0,0.999782085,0.0,0.501666129,1.0,1.0,1.0
142,1.0,1.0,1.0,0.0,1.0,0.0,0.587158203,1.0,1.0,1.0
143,1.0,1.0,1.0,0.0,1.0,0.0,0.723627448,1.0,1.0,1.0
144,1.0,1.0,1.0,0.0,1.0,0.0,0.83999908,1.0,1.0,1.0
145,1.0,1.0,1.0,0.0,1.0,0.0,0.961806953,1.0,1.0,1.0
146,1.0,1.0,1.0,0.0,1.0,0.0,0.997699499,1.0,1.0,1.0
147,1.0,1.0,1.0,0.0,1.0,0.0,0.99966979,1.0,1.0,1.0
148,1.0,1.0,1.0,0.0,0.999383628,0.0,0.996178329,1.0,1.0,1.0
149,1.0,1.0,1.0,0.0,0.965365767,0.0,0.992918313,1.0,1.0,1.0
150,1.0,1.0,1.0,0.0,0.79326117,0.0,0.974965513,1.0,1.0,1.0
151,1.0,1.0,1.0,0.0,0.284757346,0.0,0.955787182,1.0,1.0,1.0
152,1.0,1.0,1.0,0.0,0.51474309,0.0,0.939044178,1.0,1.0,1.0
153,1.0,1.0,1.0,0.2499,0.541716576,0.2267,0.878550053,1.0,1.0,1.0
154,1.0,1.0,1.0,0.4155,0.119267933,0.3616,0.718334675,1.0,1.0,1.0
155,1.0,1.0,1.0,0.5324,7.85e-05,0.4427,0.461677551,1.0,1.0,1.0
156,1.0,1.0,1.0,0.4953,0.0,0.4972,0.560474813,1.0,1.0,1.0
157,1.0,1.0,1.0,0.5597,0.021236544,0.6758,0.422075212,1.0,1.0,1.0
158,1.0,1.0,1.0,0.6671,0.279601127,0.7002,0.194490075,1.0,1.0,1.0
159,1.0,1.0,1.0,0.6148,0.46427834,0.6275,0.148848206,1.0,1.0,1.0
160,1.0,1.0,1.0,0.4365,0.974582016,0.3833,0.189681008,1.0,1.0,1.0
161,1.0,1.0,1.0,0.195,0.989060044,0.1751,0.334965825,1.0,1.0,1.0
162,1.0,1.0,1.0,0.0,0.871624708,0.0,0.558297515,1.0,1.0,1.0
163,1.0,1.0,1.0,0.0,0.820555329,0.0,0.723501265,1.0,1.0,1.0
164,1.0,1.0,1.0,0.0,0.579907179,0.0,0.886326075,1.0,1.0,1.0
165,1.0,1.0,1.0,0.0,0.888320148,0.0,0.97592932,1.0,1.0,1.0
166,1.0,1.0,1.0,0.0,0.996523142,0.0,0.986805677,1.0,1.0,1.0
167,1.0,1.0,1.0,0.0,0.996782899,0.0,0.991398931,1.0,1.0,1.0
168,1.0,1.0,1.0,0.0,0.991666675,0.0,0.989534974,1.0,1.0,1.0
169,1.0,1.0,1.0,0.0,1.0,0.0,0.986053884,1.0,1.0,1.0
170,1.0,1.0,1.0,0.0,1.0,0.0,0.989762664,1.0,1.0,1.0
171,1.0,1.0,1.0,0.0,1.0,0.0,0.984988689,1.0,1.0,1.0
172,1.0,1.0,1.0,0.0,1.0,0.0,0.99220252,1.0,1.0,1.0
173,1.0,1.0,1.0,0.0,1.0,0.0,0.992451787,1.0,1.0,1.0
174,1.0,1.0,1.0,0.0,1.0,0.0,0.982604563,1.0,1.0,1.0
175,1.0,1.0,1.0,0.0,0.985692322,0.0,0.984695852,1.0,1.0,1.0
176,1.0,1.0,1.0,0.0402,0.941182435,0.0169,0.966541052,1.0,1.0,1.0
177,1.0,1.0,1.0,0.321,0.980075657,0.2875,0.989707232,1.0,1.0,1.0
178,1.0,1.0,1.0,0.5245,0.993839562,0.4137,0.984856486,1.0,1.0,1.0
179,1.0,1.0,1.0,0.6441,0.966479957,0.4555,0.997621417,1.0,1.0,1.0
180,1.0,1.0,1.0,0.7124,0.997629941,0.5821,0.999958992,1.0,1.0,1.0
181,1.0,1.0,1.0,0.7357,0.955581605,0.6565,0.992235959,1.0,1.0,1.0
182,1.0,1.0,1.0,0.7389,0.972986162,0.7141,0.998948455,1.0,1.0,1.0
183,1.0,1.0,1.0,0.6854,0.982450366,0.6489,1.0,1.0,1.0,1.0
184,1.0,1.0,1.0,0.5341,0.999181509,0.523,0.997745812,1.0,1.0,1.0
185,1.0,1.0,1.0,0.3205,1.0,0.3346,0.995687306,1.0,1.0,1.0
186,1.0,1.0,1.0,0.0422,0.996199787,0.079,0.999369919,1.0,1.0,1.0
187,1.0,1.0,1.0,0.0,1.0,0.0,0.980673015,1.0,1.0,1.0
188,1.0,1.0,1.0,0.0,0.980571449,0.0,0.973875403,1.0,1.0,1.0
189,1.0,1.0,1.0,0.0,1.0,0.0,0.980784774,1.0,1.0,1.0
190,1.0,1.0,1.0,0.0,0.997454047,0.0,0.890896916,1.0,1.0,1.0
191,1.0,1.0,1.0,0.0,0.734991491,0.0,0.851224363,1.0,1.0,1.0
192,1.0,1.0,1.0,0.0,0.5955621,0.0,0.809004903,1.0,1.0,1.0
193,1.0,1.0,1.0,0.0,0.242826775,0.0,0.833665073,1.0,1.0,1.0
194,1.0,1.0,1.0,0.0,0.03796494,0.0,0.801200867,1.0,1.0,1.0
195,1.0,1.0,1.0,0.0,0.090820193,0.0,0.7769835,1.0,1.0,1.0
196,1.0,1.0,1.0,0.0,0.388701856,0.0,0.746220827,1.0,1.0,1.0
197,1.0,1.0,1.0,0.0,0.776218772,0.0,0.755740345,1.0,1.0,1.0
198,1.0,1.0,1.0,0.0,0.929636121,0.0,0.686628699,1.0,1.0,1.0
199,1.0,1.0,1.0,0.0,0.979400814,0.0,0.778646708,1.0,1.0,1.0
200,1.0,1.0,1.0,0.0059,0.886533201,0.0003,0.735271573,1.0,1.0,1.0
201,1.0,1.0,1.0,0.2662,0.975051701,0.2569,0.722848058,1.0,1.0,1.0
202,1.0,1.0,1.0,0.4829,0.962889194,0.4694,0.625542641,1.0,1.0,1.0
203,1.0,1.0,1.0,0.5778,0.994308054,0.5771,0.724140763,1.0,1.0,1.0
204,1.0,1.0,1.0,0.5997,1.0,0.6414,0.782068491,1.0,1.0,1.0
205,1.0,1.0,1.0,0.6695,1.0,0.7203,0.871059537,1.0,1.0,1.0
206,1.0,1.0,1.0,0.7068,1.0,0.7268,0.790103137,1.0,1.0,1.0
207,1.0,1.0,1.0,0.671,1.0,0.689,0.724338114,1.0,1.0,1.0
208,1.0,1.0,1.0,0.5219,0.997083902,0.5492,0.74115473,1.0,1.0,1.0
209,1.0,1.0,1.0,0.315,0.936557472,0.3525,0.761201322,1.0,1.0,1.0
210,1.0,1.0,1.0,0.0489,0.648079991,0.0911,0.794923306,1.0,1.0,1.0
211,1.0,1.0,1.0,0.0,0.575213313,0.0,0.78339237,1.0,1.0,1.0
212,1.0,1.0,1.0,0.0,0.324579209,0.0,0.573194385,1.0,1.0,1.0
213,1.0,1.0,1.0,0.0,0.403110504,0.0,0.399042159,1.0,1.0,1.0
214,1.0,1.0,1.0,0.0,0.738659501,0.0,0.26432538,1.0,1.0,1.0
215,1.0,1.0,1.0,0.0,0.821796894,0.0,0.164059013,1.0,1.0,1.0
216,1.0,1.0,1.0,0.0,0.786139071,0.0,0.086098082,1.0,1.0,1.0
217,1.0,1.0,1.0,0.0,0.893895745,0.0,0.103133619,1.0,1.0,1.0
218,1.0,1.0,1.0,0.0,0.787274539,0.0,0.370989263,1.0,1.0,1.0
219,1.0,1.0,1.0,0.0,0.398638457,0.0,0.500873327,1.0,1.0,1.0
220,1.0,1.0,1.0,0.0,0.214873984,0.0,0.605276704,1.0,1.0,1.0
221,1.0,1.0,1.0,0.0,0.042057011,0.0,0.656146407,1.0,1.0,1.0
222,1.0,1.0,1.0,0.0,0.011415927,0.0,0.669466376,1.0,1.0,1.0
223,1.0,1.0,1.0,0.0,0.091616571,0.0,0.648890078,1.0,1.0,1.0
224,1.0,1.0,1.0,0.0062,0.028628357,0.0,0.56434381,1.0,1.0,1.0
225,1.0,1.0,1.0,0.2119,0.008147781,0.1959,0.275106698,1.0,1.0,1.0
226,1.0,1.0,1.0,0.3608,0.001728845,0.3224,0.221529663,1.0,1.0,1.0
227,1.0,1.0,1.0,0.4334,0.000489691,0.4463,0.176492631,1.0,1.0,1.0
228,1.0,1.0,1.0,0.496,0.0,0.4513,0.138617247,1.0,1.0,1.0
229,1.0,1.0,1.0,0.4844,0.106977865,0.4641,0.146893665,1.0,1.0,1.0
230,1.0,1.0,1.0,0.5786,0.0242454,0.6105,0.141715944,1.0,1.0,1.0
231,1.0,1.0,1.0,0.4078,0.081125595,0.4214,0.212224782,1.0,1.0,1.0
232,1.0,1.0,1.0,0.3444,0.053096838,0.3846,0.387287349,1.0,1.0,1.0
233,1.0,1.0,1.0,0.2249,0.056380223,0.2885,0.640562356,1.0,1.0,1.0
234,1.0,1.0,1.0,0.0122,0.069894731,0.0337,0.844917655,1.0,1.0,1.0
235,1.0,1.0,1.0,0.0,0.197658047,0.0,0.875295162,1.0,1.0,1.0
236,1.0,1.0,1.0,0.0,0.243601352,0.0,0.824807882,1.0,1.0,1.0
237,1.0,1.0,1.0,0.0,0.174287289,0.0,0.724126995,1.0,1.0,1.0
238,1.0,1.0,1.0,0.0,0.164340287,0.0,0.559920728,1.0,1.0,1.0
239,1.0,1.0,1.0,0.0,0.293076575,0.0,0.464308351,1.0,1.0,1.0
240,1.0,1.0,1.0,0.0,0.101459831,0.0,0.409431398,1.0,1.0,1.0
241,1.0,1.0,1.0,0.0,0.249035716,0.0,0.490362674,1.0,1.0,1.0
242,1.0,1.0,1.0,0.0,0.486195683,0.0,0.458333492,1.0,1.0,1.0
243,1.0,1.0,1.0,0.0,0.169421896,0.0,0.349904567,1.0,1.0,1.0
244,1.0,1.0,1.0,0.0,0.009011528,0.0,0.277691066,1.0,1.0,1.0
245,1.0,1.0,1.0,0.0,0.001333811,0.0,0.216739267,1.0,1.0,1.0
246,1.0,1.0,1.0,0.0,0.000317352,0.0,0.189968139,1.0,1.0,1.0
247,1.0,1.0,1.0,0.0,0.036272675,0.0,0.09146414,1.0,1.0,1.0
248,1.0,1.0,1.0,0.0,0.025158998,0.0,0.065244205,1.0,1.0,1.0
249,1.0,1.0,1.0,0.142,0.001915023,0.2009,0.027136881,1.0,1.0,1.0
250,1.0,1.0,1.0,0.2896,0.004838473,0.3639,0.010299752,1.0,1.0,1.0
251,1.0,1.0,1.0,0.3832,0.002978894,0.4752,0.009471963,1.0,1.0,1.0
252,1.0,1.0,1.0,0.4001,0.002749893,0.4461,0.005374348,1.0,1.0,1.0
253,1.0,1.0,1.0,0.3979,0.001096892,0.4694,0.013920853,1.0,1.0,1.0
254,1.0,1.0,1.0,0.3975,0.00047768,0.4491,0.03882324,1.0,1.0,1.0
255,1.0,1.0,1.0,0.4351,0.000743314,0.4923,0.093021229,1.0,1.0,1.0
256,1.0,1.0,1.0,0.3602,0.0015621,0.4357,0.157228038,1.0,1.0,1.0
257,1.0,1.0,1.0,0.2179,0.00100724,0.2689,0.179657251,1.0,1.0,1.0
258,1.0,1.0,1.0,0.0012,0.029870097,0.0291,0.2274037,1.0,1.0,1.0
259,1.0,1.0,1.0,0.0,0.207876697,0.0,0.277306676,1.0,1.0,1.0
260,1.0,1.0,1.0,0.0,0.370250285,0.0,0.28950125,1.0,1.0,1.0
261,1.0,1.0,1.0,0.0,0.510409713,0.0,0.232652336,1.0,1.0,1.0
262,1.0,1.0,1.0,0.0,0.496798247,0.0,0.233321249,1.0,1.0,1.0
263,1.0,1.0,1.0,0.0,0.597496986,0.0,0.199067965,1.0,1.0,1.0
264,1.0,1.0,1.0,0.0,0.442481995,0.0,0.193923429,1.0,1.0,1.0
265,1.0,1.0,1.0,0.0,0.319852293,0.0,0.240700901,1.0,1.0,1.0
266,1.0,1.0,1.0,0.0,0.265951574,0.0,0.273126453,1.0,1.0,1.0
267,1.0,1.0,1.0,0.0,0.246795446,0.0,0.221169233,1.0,1.0,1.0
268,1.0,1.0,1.0,0.0,0.225861371,0.0,0.171910107,1.0,1.0,1.0
269,1.0,1.0,1.0,0.0,0.234784558,0.0,0.126730189,1.0,1.0,1.0
270,1.0,1.0,1.0,0.0,0.100260928,0.0,0.075678296,1.0,1.0,1.0
271,1.0,1.0,1.0,0.0,0.05188882,0.0,0.056310035,1.0,1.0,1.0
272,1.0,1.0,1.0,0.0,0.044131674,0.0,0.036824934,1.0,1.0,1.0
273,1.0,1.0,1.0,0.251,0.004188695,0.2135,0.070649385,1.0,1.0,1.0
274,1.0,1.0,1.0,0.398,0.00055478,0.3957,0.044125997,1.0,1.0,1.0
275,1.0,1.0,1.0,0.5777,0.084299549,0.4714,0.028650574,1.0,1.0,1.0
276,1.0,1.0,1.0,0.5222,0.005396586,0.446,0.013903921,1.0,1.0,1.0
277,1.0,1.0,1.0,0.4391,0.011789078,0.4033,0.009147231,1.0,1.0,1.0
278,1.0,1.0,1.0,0.4041,0.04832131,0.4023,0.033015255,1.0,1.0,1.0
279,1.0,1.0,1.0,0.3776,0.016470706,0.3253,0.017452259,1.0,1.0,1.0
280,1.0,1.0,1.0,0.2577,0.023280129,0.2138,0.048636384,1.0,1.0,1.0
281,1.0,1.0,1.0,0.0836,0.135175705,0.0846,0.134113893,1.0,1.0,1.0
282,1.0,1.0,1.0,0.0,0.201039851,0.0,0.349663913,1.0,1.0,1.0
283,1.0,1.0,1.0,0.0,0.256816059,0.0,0.526129365,1.0,1.0,1.0
284,1.0,1.0,1.0,0.0,0.146238342,0.0,0.642662048,1.0,1.0,1.0
285,1.0,1.0,1.0,0.0,0.46337235,0.0,0.485115319,1.0,1.0,1.0
286,1.0,1.0,1.0,0.0,0.403598249,0.0,0.583313465,1.0,1.0,1.0
287,1.0,1.0,1.0,0.0,0.339757085,0.0,0.66425848,1.0,1.0,1.0
288,1.0,1.0,1.0,0.0,0.370321482,0.0,0.659257591,1.0,1.0,1.0
289,1.0,1.0,1.0,0.0,0.465583175,0.0,0.699445486,1.0,1.0,1.0
290,1.0,1.0,1.0,0.0,0.707297444,0.0,0.740516305,1.0,1.0,1.0
291,1.0,1.0,1.0,0.0,0.895804107,0.0,0.670099914,1.0,1.0,1.0
292,1.0,1.0,1.0,0.0,0.819945991,0.0,0.605709374,1.0,1.0,1.0
293,1.0,1.0,1.0,0.0,0.610500693,0.0,0.594692707,1.0,1.0,1.0
294,1.0,1.0,1.0,0.0,0.34757489,0.0,0.614016056,1.0,1.0,1.0
