Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
t57,-0.0,-0.0,-0.0,6040.581469155521,8439.423369527953,-0.0,-0.0,0.0,0.0,0.0,14480.004838683473
t58,-0.0,-0.0,-0.0,6040.581469155521,8378.928194990338,-0.0,-0.0,0.0,0.0,0.0,14419.509664145859
t59,-0.0,-0.0,-0.0,6040.581469155521,8396.079358259358,-0.0,-0.0,0.0,0.0,0.0,14436.660827414878
t60,-0.0,-0.0,-0.0,6040.581469155521,8335.584183721749,-0.0,-0.0,0.0,0.0,0.0,14376.16565287727
t61,-0.0,-0.0,-0.0,6040.581469155521,8169.232459530647,-0.0,-0.0,0.0,0.0,0.0,14209.813928686168
t62,-0.0,-0.0,-0.0,6040.581469155521,8061.358546029879,-0.0,-0.0,0.0,0.0,0.0,14101.940015185399
t63,-0.0,-0.0,-0.0,6040.581469155521,8581.528209982864,-0.0,-0.0,0.0,0.0,0.0,14622.109679138384
t64,-0.0,-0.0,-0.0,6040.581469155521,7920.23530121086,-0.0,-0.0,0.0,0.0,0.0,13960.81677036638
t65,-0.0,-0.0,-0.0,6040.581469155521,8622.92625698807,-0.0,-0.0,0.0,0.0,0.0,14663.50772614359
t66,-0.0,-0.0,-0.0,6040.581469155521,9119.222434054938,-0.0,-0.0,0.0,0.0,771.1172138348032,15930.921117045262
t67,-0.0,-0.0,-0.0,6040.581469155521,9121.215496180741,-0.0,-0.0,0.0,-0.0,781.8830866267919,15943.680051963054
t68,-0.0,-0.0,-0.0,6040.581469155521,9045.479135400285,-0.0,-0.0,0.0,0.0,485.1489779727638,15571.209582528569
t69,-0.0,-0.0,-0.0,6040.581469155521,8922.905814663494,-0.0,-0.0,0.0,0.0,3.3442139183195163,14966.831497737334
t70,-0.0,-0.0,-0.0,6040.581469155521,7898.032867609703,-0.0,-0.0,0.0,0.0,0.0,13938.614336765224
t71,-0.0,-0.0,-0.0,6040.581469155521,6614.669998628816,-0.0,-0.0,0.0,0.0,0.0,12655.251467784336
t72,-0.0,-0.0,-0.0,6040.581469155521,6330.137042660987,-0.0,-0.0,0.0,0.0,0.0,12370.718511816507
t73,-0.0,-0.0,-0.0,6040.581469155521,4640.6839043722,-0.0,-0.0,0.0,0.0,0.0,10681.26537352772
t74,-0.0,-0.0,-0.0,6040.581469155521,4251.5400207216235,-0.0,-0.0,0.0,0.0,0.0,10292.121489877143
t75,-0.0,-0.0,-0.0,6040.581469155521,4078.119662351108,-0.0,-0.0,0.0,0.0,0.0,10118.701131506628
t76,-0.0,-0.0,-0.0,6040.581469155521,5134.022062686617,-0.0,-0.0,0.0,0.0,0.0,11174.603531842138
t77,-0.0,-0.0,-0.0,6040.581469155521,4414.84568756713,-0.0,-0.0,0.0,0.0,0.0,10455.42715672265
t78,-0.0,-0.0,-0.0,6040.581469155521,5476.44509058685,-0.0,-0.0,0.0,0.0,0.0,11517.026559742371
t79,-0.0,-0.0,-0.0,6040.581469155521,8202.275797072183,-0.0,-0.0,0.0,0.0,0.0,14242.857266227704
t80,-0.0,-0.0,-0.0,6040.581469155521,8860.124357700748,-0.0,-0.0,0.0,0.0,0.0,14900.705826856269
t81,-0.0,-0.0,-0.0,6040.581469155521,8703.566478130217,-0.0,-0.0,0.0,0.0,0.0,14744.147947285737
t82,-0.0,-0.0,-0.0,6040.581469155521,8895.002944902273,-0.0,-0.0,0.0,0.0,0.0,14935.584414057794
t83,-0.0,-0.0,-0.0,6040.581469155521,8854.804414474243,-0.0,-0.0,0.0,0.0,0.0,14895.385883629764
t84,-0.0,-0.0,-0.0,6040.581469155521,8816.479511102383,-0.0,-0.0,0.0,0.0,0.0,14857.060980257904
t85,-0.0,-0.0,-0.0,6040.581469155521,8667.278950180302,-0.0,-0.0,0.0,0.0,0.0,14707.860419335822
t86,-0.0,-0.0,-0.0,6040.581469155521,8586.618717463485,-0.0,-0.0,0.0,0.0,0.0,14627.200186619006
t87,-0.0,-0.0,-0.0,6040.581469155521,8418.281791860512,-0.0,-0.0,0.0,0.0,0.0,14458.863261016033
t88,-0.0,-0.0,-0.0,6040.581469155521,8395.070676335716,-0.0,-0.0,0.0,-0.0,0.0,14435.652145491236
t89,-0.0,-0.0,-0.0,6040.581469155521,8946.822560173112,-0.0,-0.0,0.0,0.0,98.34130797281392,15085.745337301447
t90,-0.0,-0.0,-0.0,6040.581469155521,9230.833913099821,-0.0,-0.0,0.0,0.0,1205.9119077112778,16477.32728996662
t91,-0.0,-0.0,-0.0,6040.581469155521,9249.768003294934,-0.0,-0.0,0.0,0.0,1280.3348277724474,16570.684300222903
t92,-0.0,-0.0,-0.0,6040.581469155521,9174.031642514477,-0.0,-0.0,0.0,0.0,985.5740086234288,16200.187120293427
t93,-0.0,-0.0,-0.0,6040.581469155521,9055.44444602929,-0.0,-0.0,0.0,0.0,521.3931753587464,15617.419090543557
t94,-0.0,-0.0,-0.0,6040.581469155521,8522.100966092048,-0.0,-0.0,0.0,0.0,0.0,14562.682435247569
t95,-0.0,-0.0,-0.0,6040.581469155521,7882.377656466731,-0.0,-0.0,0.0,0.0,0.0,13922.959125622252
t96,-0.0,-0.0,-0.0,6040.581469155521,6772.778455571464,-0.0,-0.0,0.0,0.0,0.0,12813.359924726985
t97,-0.0,-0.0,-0.0,6040.581469155521,6049.468139330893,-0.0,-0.0,0.0,0.0,0.0,12090.049608486413
t98,-0.0,-0.0,-0.0,6040.581469155521,4692.105231743852,-0.0,-0.0,0.0,0.0,0.0,10732.686700899372
t99,-0.0,-0.0,-0.0,6040.581469155521,4498.551977629538,-0.0,-0.0,0.0,0.0,0.0,10539.133446785057
t100,-0.0,-0.0,-0.0,6040.581469155521,4490.4746615264785,-0.0,-0.0,0.0,0.0,0.0,10531.056130681998
t101,-0.0,-0.0,-0.0,6040.581469155521,5799.983319608502,-0.0,-0.0,0.0,0.0,0.0,11840.564788764023
t102,-0.0,-0.0,-0.0,6040.581469155521,5844.415234134579,-0.0,-0.0,0.0,0.0,0.0,11884.9967032901
t103,-0.0,-0.0,-0.0,6040.581469155521,8477.929940734488,-0.0,-0.0,0.0,0.0,0.0,14518.511409890009
t104,-0.0,-0.0,-0.0,6040.581469155521,8911.244849742623,-0.0,-0.0,0.0,0.0,0.0,14951.826318898144
t105,-0.0,-0.0,-0.0,6040.581469155521,8933.867656355404,-0.0,-0.0,0.0,0.0,47.42342300063007,15021.872548511554
t106,-0.0,-0.0,-0.0,6040.581469155521,8924.898876789295,-0.0,-0.0,0.0,0.0,12.175561421104542,14977.655907365921
t107,-0.0,-0.0,-0.0,6040.581469155521,8916.92662828609,-0.0,-0.0,0.0,0.0,0.0,14957.50809744161
t108,-0.0,-0.0,-0.0,6040.581469155521,8897.992538090975,-0.0,-0.0,0.0,0.0,0.0,14938.574007246496
t109,-0.0,-0.0,-0.0,6040.581469155521,8874.075792581358,-0.0,-0.0,0.0,0.0,0.0,14914.657261736878
t110,-0.0,-0.0,-0.0,6040.581469155521,8871.086199392656,-0.0,-0.0,0.0,0.0,0.0,14911.667668548176
t111,-0.0,-0.0,-0.0,6040.581469155521,8863.113950889448,-0.0,-0.0,0.0,0.0,0.0,14903.695420044969
t112,-0.0,-0.0,-0.0,6040.581469155521,8886.034165336167,-0.0,-0.0,0.0,0.0,0.0,14926.615634491687
t113,-0.0,-0.0,-0.0,6040.581469155521,9029.534638393872,-0.0,-0.0,0.0,0.0,421.51131281148514,15491.627420360877
t114,-0.0,-0.0,-0.0,6040.581469155521,9254.750658609439,-0.0,-0.0,0.0,0.0,1302.8629091628782,16598.19503692784
t115,-0.0,-0.0,-0.0,6040.581469155521,9245.781879043332,-0.0,-0.0,0.0,0.0,1268.5726191740016,16554.935967372854
t116,-0.0,-0.0,-0.0,6040.581469155521,9170.045518262876,-0.0,-0.0,0.0,0.0,969.9039852307708,16180.530972649167
t117,-0.0,-0.0,-0.0,6040.581469155521,9041.493011148681,-0.0,-0.0,0.0,0.0,469.4983366880099,15551.572816992211
t118,-0.0,-0.0,-0.0,6040.581469155521,8836.207612191132,-0.0,-0.0,0.0,-0.0,0.0,14876.789081346653
t119,-0.0,-0.0,-0.0,6040.581469155521,7884.382869453272,-0.0,-0.0,0.0,-0.0,0.0,13924.964338608792
t120,-0.0,-0.0,-0.0,6040.581469155521,6787.860080983126,-0.0,-0.0,0.0,0.0,0.0,12828.441550138647
t121,-0.0,-0.0,-0.0,6040.581469155521,5097.371585165137,-0.0,-0.0,0.0,0.0,0.0,11137.953054320657
t122,-0.0,-0.0,-0.0,6040.581469155521,5620.923971629918,-0.0,-0.0,0.0,0.0,0.0,11661.505440785439
t123,-0.0,-0.0,-0.0,6040.581469155521,5425.7621654552895,-0.0,-0.0,0.0,0.0,0.0,11466.34363461081
t124,-0.0,-0.0,-0.0,6040.581469155521,4334.205466424984,-0.0,-0.0,0.0,0.0,0.0,10374.786935580505
t125,-0.0,-0.0,-0.0,6040.581469155521,5605.830195357516,-0.0,-0.0,0.0,0.0,0.0,11646.411664513036
t126,-0.0,-0.0,-0.0,6040.581469155521,5556.096641380023,-0.0,-0.0,0.0,0.0,0.0,11596.678110535544
t127,-0.0,-0.0,-0.0,6040.581469155521,7342.557271342697,-0.0,-0.0,0.0,0.0,0.0,13383.138740498218
t128,-0.0,-0.0,-0.0,6040.581469155521,8848.16598494594,-0.0,-0.0,0.0,0.0,0.0,14888.74745410146
t129,-0.0,-0.0,-0.0,6040.581469155521,8922.905814663494,-0.0,-0.0,0.0,0.0,5.317503423327485,14968.804787242343
t130,-0.0,-0.0,-0.0,6040.581469155521,8971.735836745629,-0.0,-0.0,0.0,0.0,195.2923094244159,15207.609615325566
t131,-0.0,-0.0,-0.0,6040.581469155521,9004.621361821353,-0.0,-0.0,0.0,0.0,322.5870218548732,15367.789852831747
t132,-0.0,-0.0,-0.0,6040.581469155521,9014.586672450361,-0.0,-0.0,0.0,0.0,363.7159877336227,15418.884129339505
t133,-0.0,-0.0,-0.0,6040.581469155521,8993.659520129446,-0.0,-0.0,0.0,0.0,281.4580559761273,15315.699045261093
t134,-0.0,-0.0,-0.0,6040.581469155521,8969.742774619828,-0.0,-0.0,0.0,0.0,186.48034402953485,15196.804587804883
t135,-0.0,-0.0,-0.0,6040.581469155521,8928.885001040899,-0.0,-0.0,0.0,0.0,29.799492210866198,14999.265962407286
t136,-0.0,-0.0,-0.0,6040.581469155521,8891.079791563423,-0.0,-0.0,0.0,0.0,0.0,14931.661260718944
t137,-0.0,-0.0,-0.0,6040.581469155521,9006.614423947156,-0.0,-0.0,0.0,0.0,332.3953230562147,15379.591216158891
t138,-0.0,-0.0,-0.0,6040.581469155521,9139.153055312952,-0.0,-0.0,0.0,0.0,851.4212381951946,16031.155762663668
t139,-0.0,-0.0,-0.0,6040.581469155521,9092.316095356618,-0.0,-0.0,0.0,0.0,666.3312006868732,15799.228765199012
t140,-0.0,-0.0,-0.0,6040.581469155521,8985.68727162624,-0.0,-0.0,0.0,0.0,251.1143449972686,15277.383085779029
t141,-0.0,-0.0,-0.0,6040.581469155521,8667.2789501803,-0.0,-0.0,0.0,-0.0,0.0,14707.86041933582
t142,-0.0,-0.0,-0.0,6040.581469155521,7886.961668171128,-0.0,-0.0,0.0,0.0,0.0,13927.543137326647
t143,-0.0,-0.0,-0.0,6040.581469155521,6844.510780693046,-0.0,-0.0,0.0,0.0,0.0,12885.092249848567
t144,-0.0,-0.0,-0.0,6040.581469155521,6670.160218296311,-0.0,-0.0,0.0,0.0,0.0,12710.741687451831
t145,-0.0,-0.0,-0.0,6040.581469155521,4941.102390063641,-0.0,-0.0,0.0,0.0,0.0,10981.683859219162
t146,-0.0,-0.0,-0.0,6040.581469155521,4429.9794869888665,-0.0,-0.0,0.0,0.0,0.0,10470.560956144387
t147,-0.0,-0.0,-0.0,6040.581469155521,4167.865893094624,-0.0,-0.0,0.0,0.0,0.0,10208.447362250145
t148,-0.0,-0.0,-0.0,6040.581469155521,4071.083190607098,-0.0,-0.0,0.0,0.0,0.0,10111.664659762619
t149,-0.0,-0.0,-0.0,6040.581469155521,4163.83116540006,-0.0,-0.0,0.0,0.0,0.0,10204.412634555581
t150,-0.0,-0.0,-0.0,6040.581469155521,5590.736419085113,-0.0,-0.0,0.0,0.0,0.0,11631.317888240634
t151,-0.0,-0.0,-0.0,6040.581469155521,5365.195202363157,-0.0,-0.0,0.0,0.0,0.0,11405.776671518677
t152,-0.0,-0.0,-0.0,6040.581469155521,6130.760776337998,-0.0,-0.0,0.0,0.0,0.0,12171.342245493519
t153,-0.0,-0.0,-0.0,6040.581469155521,6971.5610820240445,-0.0,-0.0,0.0,0.0,0.0,13012.142551179564
t154,-0.0,-0.0,-0.0,6040.581469155521,7509.905526596699,-0.0,-0.0,0.0,0.0,0.0,13550.48699575222
t155,-0.0,-0.0,-0.0,6040.581469155521,7747.823624763986,-0.0,-0.0,0.0,0.0,0.0,13788.405093919508
t156,-0.0,-0.0,-0.0,6040.581469155521,7614.765545187285,-0.0,-0.0,0.0,0.0,0.0,13655.347014342806
t157,-0.0,-0.0,-0.0,6040.581469155521,8082.5585705380845,-0.0,-0.0,0.0,0.0,0.0,14123.140039693604
t158,-0.0,-0.0,-0.0,6040.581469155521,7003.793870704726,-0.0,-0.0,0.0,0.0,0.0,13044.375339860246
t159,-0.0,-0.0,-0.0,6040.581469155521,6789.066876487571,-0.0,-0.0,0.0,0.0,0.0,12829.64834564309
t160,-0.0,-0.0,-0.0,6040.581469155521,6793.089453321393,-0.0,-0.0,0.0,0.0,0.0,12833.670922476915
t161,-0.0,-0.0,-0.0,6040.581469155521,7410.121080059726,-0.0,-0.0,0.0,0.0,0.0,13450.702549215246
t162,-0.0,-0.0,-0.0,6040.581469155521,8708.617748462351,-0.0,-0.0,0.0,0.0,0.0,14749.199217617872
t163,-0.0,-0.0,-0.0,6040.581469155521,8816.479511102383,-0.0,-0.0,0.0,0.0,0.0,14857.060980257904
t164,-0.0,-0.0,-0.0,6040.581469155521,8379.936876913978,-0.0,-0.0,0.0,0.0,0.0,14420.518346069499
t165,-0.0,-0.0,-0.0,6040.581469155521,7937.374313619139,-0.0,-0.0,0.0,0.0,0.0,13977.95578277466
t166,-0.0,-0.0,-0.0,6040.581469155521,7997.051473382619,-0.0,-0.0,0.0,0.0,0.0,14037.632942538141
t167,-0.0,-0.0,-0.0,6040.581469155521,6398.91431091335,-0.0,-0.0,0.0,0.0,0.0,12439.495780068872
t168,-0.0,-0.0,-0.0,6040.581469155521,5479.478997071701,-0.0,-0.0,0.0,0.0,0.0,11520.060466227222
t169,-0.0,-0.0,-0.0,6040.581469155521,5289.948319791215,-0.0,-0.0,0.0,0.0,0.0,11330.529788946737
t170,-0.0,-0.0,-0.0,6040.581469155521,4991.334548339189,-0.0,-0.0,0.0,0.0,0.0,11031.91601749471
t171,-0.0,-0.0,-0.0,6040.581469155521,4691.096549820209,-0.0,-0.0,0.0,0.0,0.0,10731.67801897573
t172,-0.0,-0.0,-0.0,6040.581469155521,4637.6700094620155,-0.0,-0.0,0.0,0.0,0.0,10678.251478617536
t173,-0.0,-0.0,-0.0,6040.581469155521,4719.318912527806,-0.0,-0.0,0.0,0.0,0.0,10759.900381683326
t174,-0.0,-0.0,-0.0,6040.581469155521,5035.867728703883,-0.0,-0.0,0.0,0.0,0.0,11076.449197859403
t175,-0.0,-0.0,-0.0,6040.581469155521,5561.127900137491,-0.0,-0.0,0.0,0.0,0.0,11601.709369293012
t176,-0.0,-0.0,-0.0,6040.581469155521,6204.332363300731,-0.0,-0.0,0.0,0.0,0.0,12244.913832456252
t177,-0.0,-0.0,-0.0,6040.581469155521,7057.22041106292,-0.0,-0.0,0.0,0.0,0.0,13097.801880218442
t178,-0.0,-0.0,-0.0,6040.581469155521,7603.674334174041,-0.0,-0.0,0.0,0.0,0.0,13644.25580332956
t179,-0.0,-0.0,-0.0,6040.581469155521,7830.5012213280825,-0.0,-0.0,0.0,0.0,0.0,13871.082690483603
t180,-0.0,-0.0,-0.0,6040.581469155521,7907.106714775664,-0.0,-0.0,0.0,0.0,0.0,13947.688183931185
t181,-0.0,-0.0,-0.0,6040.581469155521,7849.657597583644,-0.0,-0.0,0.0,-0.0,0.0,13890.239066739165
t182,-0.0,-0.0,-0.0,6040.581469155521,7652.0496042001,-0.0,-0.0,0.0,-0.0,0.0,13692.63107335562
t183,-0.0,-0.0,-0.0,6040.581469155521,7511.922890443982,-0.0,-0.0,0.0,-0.0,0.0,13552.504359599503
t184,-0.0,-0.0,-0.0,6040.581469155521,7587.5318528286625,-0.0,-0.0,0.0,-0.0,0.0,13628.113321984183
t185,-0.0,-0.0,-0.0,6040.581469155521,8184.366258952386,-0.0,-0.0,0.0,-0.0,0.0,14224.947728107905
t186,-0.0,-0.0,-0.0,6040.581469155521,9029.534638393872,-0.0,-0.0,0.0,0.0,423.4652202085931,15493.581327757985
t187,-0.0,-0.0,-0.0,6040.581469155521,8988.676864814943,-0.0,-0.0,0.0,0.0,264.8304609928185,15294.088794963282
t188,-0.0,-0.0,-0.0,6040.581469155521,8513.014968065347,-0.0,-0.0,0.0,0.0,0.0,14553.596437220867
t189,-0.0,-0.0,-0.0,6040.581469155521,8133.953613504376,-0.0,-0.0,0.0,0.0,0.0,14174.535082659897
t190,-0.0,-0.0,-0.0,6040.581469155521,8229.437303846064,-0.0,-0.0,0.0,-0.0,0.0,14270.018773001584
t191,-0.0,-0.0,-0.0,6040.581469155521,7050.183939318908,-0.0,-0.0,0.0,-0.0,0.0,13090.765408474428
t192,-0.0,-0.0,-0.0,6040.581469155521,5970.43684196727,-0.0,-0.0,0.0,0.0,0.0,12011.01831112279
t193,-0.0,-0.0,-0.0,6040.581469155521,5159.88412355003,-0.0,-0.0,0.0,0.0,0.0,11200.46559270555
t194,-0.0,-0.0,-0.0,6040.581469155521,4777.7967232181345,-0.0,-0.0,0.0,0.0,0.0,10818.378192373655
t195,-0.0,-0.0,-0.0,6040.581469155521,4639.675222448559,-0.0,-0.0,0.0,-0.0,0.0,10680.25669160408
t196,-0.0,-0.0,-0.0,6040.581469155521,4676.971432322114,-0.0,-0.0,0.0,-0.0,0.0,10717.552901477635
t197,-0.0,-0.0,-0.0,6040.581469155521,5020.753940856814,-0.0,-0.0,0.0,-0.0,0.0,11061.335410012334
t198,-0.0,-0.0,-0.0,6040.581469155521,6065.202180607514,-0.0,-0.0,0.0,-0.0,0.0,12105.783649763034
t199,-0.0,-0.0,-0.0,6040.581469155521,8637.868587377907,-0.0,-0.0,0.0,0.0,0.0,14678.450056533427
t200,-0.0,-0.0,-0.0,6040.581469155521,8920.330847769324,-0.0,-0.0,0.0,-0.0,0.0,14960.912316924845
t201,-0.0,-0.0,-0.0,6040.581469155521,8947.819091236013,-0.0,-0.0,0.0,-0.0,103.24545857348255,15091.646018965017
t202,-0.0,-0.0,-0.0,6040.581469155521,8931.874594229601,-0.0,-0.0,0.0,-0.0,40.56536500285524,15013.021428387976
t203,-0.0,-0.0,-0.0,6040.581469155521,8923.902345726396,-0.0,-0.0,0.0,0.0,9.225318217541467,14973.709133099457
t204,-0.0,-0.0,-0.0,6040.581469155521,8799.340498694102,-0.0,-0.0,0.0,-0.0,0.0,14839.921967849623
t205,-0.0,-0.0,-0.0,6040.581469155521,8535.197390091835,-0.0,-0.0,0.0,-0.0,0.0,14575.778859247355
t206,-0.0,-0.0,-0.0,6040.581469155521,8330.552924964279,-0.0,-0.0,0.0,-0.0,0.0,14371.1343941198
t207,-0.0,-0.0,-0.0,6040.581469155521,8073.4584389667625,-0.0,-0.0,0.0,-0.0,0.0,14114.039908122282
t208,-0.0,-0.0,-0.0,6040.581469155521,7967.614040174017,-0.0,-0.0,0.0,-0.0,0.0,14008.195509329536
