Row1,x1
x418,0.0
x419,0.0
x420,0.0
x421,0.0
x422,0.0
x423,0.0
x424,0.0
x425,0.0
x426,0.0
x427,0.0
x428,0.0
x429,0.0
x430,0.0
x431,0.0
x432,0.0
x433,0.0
x434,0.0
x435,0.0
x436,0.0
x437,0.0
x438,0.0
x439,0.0
x440,0.0
x441,0.0
x442,0.0
x443,0.0
x444,0.0
x445,0.0
x446,0.0
x447,0.0
x448,0.0
x449,0.0
x450,0.0
x451,0.0
x452,0.0
x453,0.0
x454,0.0
x455,0.0
x456,0.0
x457,0.0
x458,0.0
x459,0.0
x460,0.0
x461,0.0
x462,0.0
x463,0.0
x464,0.0
x465,0.0
x466,0.0
x467,0.0
x468,0.0
x469,0.0
x470,0.0
x471,0.0
x472,0.0
x473,0.0
x474,0.0
x475,0.0
x476,0.0
x477,0.0
x478,0.0
x479,0.0
x480,0.0
x481,0.0
x482,0.0
x483,0.0
x484,0.0
x485,0.0
x486,0.0
x487,0.0
x488,0.0
x489,0.0
x490,0.0
x491,0.0
x492,0.0
x493,0.0
x494,0.0
x495,0.0
x496,0.0
x497,0.0
x498,0.0
x499,0.0
x500,0.0
x501,0.0
x502,0.0
x503,0.0
x504,0.0
x505,0.0
x506,0.0
x507,0.0
x508,0.0
x509,0.0
x510,0.0
x511,0.0
x512,0.0
x513,0.0
x514,0.0
x515,0.0
x516,0.0
x517,0.0
x518,0.0
x519,0.0
x520,0.0
x521,0.0
x522,0.0
x523,0.0
x524,0.0
x525,0.0
x526,0.0
x527,0.0
x528,0.0
x529,0.0
x530,0.0
x531,0.0
x532,0.0
x533,0.0
x534,0.0
x535,0.0
x536,0.0
x537,0.0
x538,0.0
x539,0.0
x540,0.0
x541,0.0
x542,0.0
x543,0.0
x544,0.0
x545,0.0
x546,0.0
x547,0.0
x548,0.0
x549,0.0
x550,0.0
x551,0.0
x552,0.0
x553,0.0
x554,0.0
x555,0.0
x556,0.0
x557,0.0
x558,0.0
x559,0.0
x560,0.0
x561,0.0
x562,0.0
x563,0.0
x564,0.0
x565,0.0
x566,0.0
x567,0.0
x568,0.0
x569,0.0
x570,0.0
x571,0.0
x572,0.0
x573,0.0
x574,0.0
x575,0.0
x576,0.0
x577,0.0
x578,0.0
x579,0.0
x580,0.0
x581,0.0
x582,0.0
x583,0.0
x584,0.0
x585,0.0
x586,0.0
x587,0.0
x588,0.0
x589,0.0
x590,0.0
x591,0.0
x592,0.0
x593,0.0
x594,0.0
x595,0.0
x596,0.0
x597,0.0
x598,0.0
x599,0.0
x600,0.0
x601,0.0
x602,0.0
x603,0.0
x604,0.0
x605,0.0
x606,0.0
x607,0.0
x608,0.0
x609,0.0
x610,0.0
x611,0.0
x612,0.0
x613,0.0
x614,0.0
x615,0.0
x616,0.0
x617,0.0
x618,0.0
x619,0.0
x620,0.0
x621,0.0
x622,0.0
x623,0.0
x624,0.0
x625,0.0
x626,0.0
x627,0.0
x628,0.0
x629,0.0
x630,0.0
x631,0.0
x632,0.0
x633,0.0
x634,0.0
x635,0.0
x636,0.0
x637,0.0
x638,0.0
x639,0.0
x640,0.0
x641,0.0
x642,0.0
x643,0.0
x644,0.0
x645,0.0
x646,0.0
x647,0.0
x648,0.0
x649,0.0
x650,0.0
x651,0.0
x652,0.0
x653,0.0
x654,0.0
x655,0.0
x656,0.0
x657,0.0
x658,0.0
x659,0.0
x660,0.0
x661,0.0
x662,0.0
x663,0.0
x664,0.0
x665,0.0
x666,0.0
x667,0.0
x668,0.0
x669,0.0
x670,0.0
x671,0.0
x672,0.0
x673,0.0
x674,0.0
x675,0.0
x676,0.0
x677,0.0
x678,0.0
x679,0.0
x680,0.0
x681,0.0
x682,0.0
x683,0.0
x684,0.0
x685,0.0
x686,0.0
x687,0.0
x688,0.0
x689,0.0
x690,0.0
x691,0.0
x692,0.0
x693,0.0
x694,0.0
x695,0.0
x696,0.0
x697,0.0
x698,0.0
x699,0.0
x700,0.0
x701,0.0
x702,0.0
x703,0.0
x704,0.0
x705,0.0
x706,0.0
x707,0.0
x708,0.0
x709,0.0
x710,0.0
x711,0.0
x712,0.0
x713,0.0
x714,0.0
x715,0.0
x716,0.0
x717,0.0
x718,0.0
x719,0.0
x720,0.0
x721,0.0
x722,0.0
x723,0.0
x724,0.0
x725,0.0
x726,0.0
x727,0.0
x728,0.0
x729,0.0
x730,0.0
x731,0.0
x732,0.0
x733,0.0
x734,0.0
x735,0.0
x736,0.0
x737,0.0
x738,0.0
x739,0.0
x740,0.0
x741,0.0
x742,0.0
x743,0.0
x744,0.0
x745,0.0
x746,0.0
x747,0.0
x748,0.0
x749,0.0
x750,0.0
x751,0.0
x752,0.0
x753,0.0
x754,0.0
x755,0.0
x756,0.0
x757,0.0
x758,0.0
x759,0.0
x760,0.0
x761,0.0
x762,0.0
x763,0.0
x764,0.0
x765,0.0
x766,0.0
x767,0.0
x768,0.0
x769,0.0
x770,0.0
x771,0.0
x772,0.0
x773,0.0
x774,0.0
x775,0.0
x776,0.0
x777,0.0
x778,0.0
x779,0.0
x780,0.0
x781,0.0
x782,0.0
x783,0.0
x784,0.0
x785,0.0
x786,0.0
x787,0.0
x788,0.0
x789,0.0
x790,0.0
x791,0.0
x792,0.0
x793,0.0
x794,0.0
x795,0.0
x796,0.0
x797,0.0
x798,0.0
x799,0.0
x800,0.0
x801,0.0
x802,0.0
x803,0.0
x804,0.0
x805,0.0
x806,0.0
x807,0.0
x808,0.0
x809,0.0
x810,0.0
x811,0.0
x812,0.0
x813,0.0
x814,0.0
x815,0.0
x816,0.0
x817,0.0
x818,0.0
x819,0.0
x820,0.0
x821,0.0
x822,0.0
x823,0.0
x824,0.0
x825,0.0
x826,0.0
x827,0.0
x828,0.0
x829,0.0
x830,0.0
x831,0.0
x832,0.0
x833,0.0
x834,0.0
x835,0.0
x836,0.0
x837,0.0
x838,0.0
x839,0.0
x840,0.0
x841,0.0
x842,0.0
x843,0.0
x844,0.0
x845,0.0
x846,0.0
x847,0.0
x848,0.0
x849,0.0
x850,0.0
x851,0.0
x852,0.0
x853,0.0
x854,0.0
x855,0.0
x856,0.0
x857,0.0
x858,0.0
x859,0.0
x860,0.0
x861,0.0
x862,0.0
x863,0.0
x864,0.0
x865,0.0
x866,0.0
x867,0.0
x868,0.0
x869,0.0
x870,0.0
x871,0.0
x872,0.0
x873,0.0
x874,0.0
x875,0.0
x876,0.0
x877,0.0
x878,0.0
x879,0.0
x880,0.0
x881,0.0
x882,0.0
x883,0.0
x884,0.0
x885,0.0
x886,0.0
x887,0.0
x888,0.0
x889,0.0
x890,0.0
x891,0.0
x892,0.0
x893,0.0
x894,0.0
x895,0.0
x896,0.0
x897,0.0
x898,0.0
x899,0.0
x900,0.0
x901,0.0
x902,0.0
x903,0.0
x904,0.0
x905,0.0
x906,0.0
x907,0.0
x908,0.0
x909,0.0
x910,0.0
x911,0.0
x912,0.0
x913,0.0
x914,0.0
x915,0.0
x916,0.0
x917,0.0
x918,0.0
x919,0.0
x920,0.0
x921,0.0
x922,0.0
x923,0.0
x924,0.0
x925,0.0
x926,0.0
x927,0.0
x928,0.0
x929,0.0
x930,0.0
x931,0.0
x932,0.0
x933,0.0
x934,0.0
x935,0.0
x936,0.0
x937,0.0
x938,0.0
x939,0.0
x940,0.0
x941,0.0
x942,0.0
x943,0.0
x944,0.0
x945,0.0
x946,0.0
x947,0.0
x948,0.0
x949,0.0
x950,0.0
x951,0.0
x952,0.0
x953,0.0
x954,0.0
x955,0.0
x956,0.0
x957,0.0
x958,0.0
x959,0.0
x960,0.0
x961,0.0
x962,0.0
x963,0.0
x964,0.0
x965,0.0
x966,0.0
x967,0.0
x968,0.0
x969,0.0
x970,0.0
x971,0.0
x972,0.0
x973,0.0
x974,0.0
x975,0.0
x976,0.0
x977,0.0
x978,0.0
x979,0.0
x980,0.0
x981,0.0
x982,0.0
x983,0.0
x984,0.0
x985,0.0
x986,0.0
x987,0.0
x988,0.0
x989,0.0
x990,0.0
x991,0.0
x992,0.0
x993,0.0
x994,0.0
x995,0.0
x996,0.0
x997,0.0
x998,0.0
x999,0.0
x1000,0.0
x1001,0.0
x1002,0.0
x1003,0.0
x1004,0.0
x1005,0.0
x1006,0.0
x1007,0.0
x1008,0.0
x1009,0.0
x1010,0.0
x1011,0.0
x1012,0.0
x1013,0.0
x1014,0.0
x1015,0.0
x1016,0.0
x1017,0.0
x1018,0.0
x1019,0.0
x1020,0.0
x1021,0.0
x1022,0.0
x1023,0.0
x1024,0.0
x1025,0.0
x1026,0.0
x1027,0.0
x1028,0.0
x1029,0.0
x1030,0.0
x1031,0.0
x1032,0.0
x1033,0.0
x1034,0.0
x1035,0.0
x1036,0.0
x1037,0.0
x1038,0.0
x1039,0.0
x1040,0.0
x1041,0.0
x1042,0.0
x1043,0.0
x1044,0.0
x1045,0.0
x1046,0.0
x1047,0.0
x1048,0.0
x1049,0.0
x1050,0.0
x1051,0.0
x1052,0.0
x1053,0.0
x1054,0.0
x1055,0.0
x1056,0.0
x1057,0.0
x1058,0.0
x1059,0.0
x1060,0.0
x1061,0.0
x1062,0.0
x1063,0.0
x1064,0.0
x1065,0.0
x1066,0.0
x1067,0.0
x1068,0.0
x1069,0.0
x1070,0.0
x1071,0.0
x1072,0.0
x1073,0.0
x1074,0.0
x1075,0.0
x1076,0.0
x1077,0.0
x1078,0.0
x1079,0.0
x1080,0.0
x1081,0.0
x1082,0.0
x1083,0.0
x1084,0.0
x1085,0.0
x1086,0.0
x1087,0.0
x1088,0.0
x1089,0.0
x1090,0.0
x1091,0.0
x1092,0.0
x1093,0.0
x1094,0.0
x1095,0.0
x1096,0.0
x1097,0.0
x1098,0.0
x1099,0.0
x1100,0.0
x1101,0.0
x1102,0.0
x1103,0.0
x1104,0.0
x1105,0.0
x1106,0.0
x1107,0.0
x1108,0.0
x1109,0.0
x1110,0.0
x1111,0.0
x1112,0.0
x1113,0.0
x1114,0.0
x1115,0.0
x1116,0.0
x1117,0.0
x1118,0.0
x1119,0.0
x1120,0.0
x1121,0.0
x1122,0.0
x1123,0.0
x1124,0.0
x1125,0.0
x1126,0.0
x1127,0.0
x1128,0.0
x1129,0.0
x1130,0.0
x1131,0.0
x1132,0.0
x1133,0.0
x1134,0.0
x1135,0.0
x1136,0.0
x1137,0.0
x1138,0.0
x1139,0.0
x1140,0.0
x1141,0.0
x1142,0.0
x1143,0.0
x1144,0.0
x1145,0.0
x1146,0.0
x1147,0.0
x1148,0.0
x1149,0.0
x1150,0.0
x1151,0.0
x1152,0.0
x1153,0.0
x1154,0.0
x1155,0.0
x1156,0.0
x1157,0.0
x1158,0.0
x1159,0.0
x1160,0.0
x1161,0.0
x1162,0.0
x1163,0.0
x1164,0.0
x1165,0.0
x1166,0.0
x1167,0.0
x1168,0.0
x1169,0.0
x1170,0.0
x1171,0.0
x1172,0.0
x1173,0.0
x1174,0.0
x1175,0.0
x1176,0.0
x1177,0.0
x1178,0.0
x1179,0.0
x1180,0.0
x1181,0.0
x1182,0.0
x1183,0.0
x1184,0.0
x1185,0.0
x1186,0.0
x1187,0.0
x1188,0.0
x1189,0.0
x1190,0.0
x1191,0.0
x1192,0.0
x1193,0.0
x1194,0.0
x1195,0.0
x1196,0.0
x1197,0.0
x1198,0.0
x1199,0.0
x1200,0.0
x1201,0.0
x1202,0.0
x1203,0.0
x1204,0.0
x1205,0.0
x1206,0.0
x1207,0.0
x1208,0.0
x1209,0.0
x1210,0.0
x1211,0.0
x1212,0.0
x1213,13487.582015428456
x1214,13487.582015428456
x1215,13487.582015428456
x1216,13487.582015428456
x1217,13487.582015428454
x1218,13312.627557266334
x1219,0.0
x1220,0.0
x1221,0.0
x1222,0.0
x1223,0.0
x1224,0.0
x1225,0.0
x1226,0.0
x1227,0.0
x1228,0.0
x1229,0.0
x1230,0.0
x1231,0.0
x1232,0.0
x1233,0.0
x1234,0.0
x1235,0.0
x1236,0.0
x1237,0.0
x1238,0.0
x1239,0.0
x1240,0.0
x1241,0.0
x1242,0.0
x1243,0.0
x1244,0.0
x1245,0.0
x1246,0.0
x1247,0.0
x1248,0.0
x1249,0.0
x1250,0.0
x1251,0.0
x1252,0.0
x1253,0.0
x1254,0.0
x1255,0.0
x1256,0.0
x1257,0.0
x1258,0.0
x1259,0.0
x1260,0.0
x1261,0.0
x1262,0.0
x1263,0.0
x1264,0.0
x1265,0.0
x1266,0.0
x1267,0.0
x1268,0.0
x1269,0.0
x1270,0.0
x1271,0.0
x1272,0.0
x1273,0.0
x1274,0.0
x1275,0.0
x1276,0.0
x1277,0.0
x1278,0.0
x1279,0.0
x1280,0.0
x1281,0.0
x1282,0.0
x1283,0.0
x1284,0.0
x1285,0.0
x1286,0.0
x1287,0.0
x1288,0.0
x1289,0.0
x1290,0.0
x1291,0.0
x1292,0.0
x1293,0.0
x1294,0.0
x1295,0.0
x1296,0.0
x1297,0.0
x1298,0.0
x1299,0.0
x1300,0.0
x1301,0.0
x1302,0.0
x1303,0.0
x1304,0.0
x1305,0.0
x1306,0.0
x1307,0.0
x1308,0.0
x1309,0.0
x1310,0.0
x1311,0.0
x1312,0.0
x1313,0.0
x1314,0.0
x1315,0.0
x1316,0.0
x1317,0.0
x1318,0.0
x1319,0.0
x1320,0.0
x1321,0.0
x1322,0.0
x1323,0.0
x1324,0.0
x1325,0.0
x1326,0.0
x1327,0.0
x1328,0.0
x1329,0.0
x1330,0.0
x1331,0.0
x1332,0.0
x1333,0.0
x1334,0.0
x1335,0.0
x1336,0.0
x1337,0.0
x1338,0.0
x1339,0.0
x1340,0.0
x1341,0.0
x1342,0.0
x1343,0.0
x1344,0.0
x1345,0.0
x1346,0.0
x1347,0.0
x1348,0.0
x1349,0.0
x1350,0.0
x1351,0.0
x1352,0.0
x1353,0.0
x1354,0.0
x1355,0.0
x1356,0.0
x1357,0.0
x1358,0.0
x1359,0.0
x1360,0.0
x1361,0.0
x1362,0.0
x1363,0.0
x1364,0.0
x1365,0.0
x1366,0.0
x1367,0.0
x1368,0.0
x1369,0.0
x1370,0.0
x1371,0.0
x1372,0.0
x1373,0.0
x1374,0.0
x1375,0.0
x1376,0.0
x1377,0.0
x1378,0.0
x1379,0.0
x1380,0.0
x1381,0.0
x1382,0.0
x1383,0.0
x1384,0.0
x1385,0.0
x1386,0.0
x1387,0.0
x1388,0.0
x1389,0.0
x1390,0.0
x1391,0.0
x1392,0.0
x1393,0.0
x1394,0.0
x1395,0.0
x1396,0.0
x1397,0.0
x1398,0.0
x1399,0.0
x1400,0.0
x1401,0.0
x1402,0.0
x1403,0.0
x1404,0.0
x1405,0.0
x1406,0.0
x1407,0.0
x1408,0.0
x1409,0.0
x1410,0.0
x1411,0.0
x1412,0.0
x1413,0.0
x1414,0.0
x1415,0.0
x1416,0.0
x1417,0.0
x1418,0.0
x1419,0.0
x1420,0.0
x1421,0.0
x1422,0.0
x1423,0.0
x1424,0.0
x1425,0.0
x1426,0.0
x1427,0.0
x1428,0.0
x1429,0.0
x1430,0.0
x1431,0.0
x1432,0.0
x1433,0.0
x1434,0.0
x1435,0.0
x1436,0.0
x1437,0.0
x1438,0.0
x1439,0.0
x1440,0.0
x1441,0.0
x1442,0.0
x1443,0.0
x1444,0.0
x1445,0.0
x1446,0.0
x1447,0.0
x1448,0.0
x1449,0.0
x1450,0.0
x1451,0.0
x1452,0.0
x1453,0.0
x1454,0.0
x1455,0.0
x1456,0.0
x1457,0.0
x1458,0.0
x1459,0.0
x1460,0.0
x1461,0.0
x1462,0.0
x1463,0.0
x1464,0.0
x1465,0.0
x1466,0.0
x1467,0.0
x1468,0.0
x1469,0.0
x1470,0.0
x1471,0.0
x1472,0.0
x1473,0.0
x1474,0.0
x1475,0.0
x1476,0.0
x1477,0.0
x1478,0.0
x1479,0.0
x1480,0.0
x1481,0.0
x1482,0.0
x1483,0.0
x1484,0.0
x1485,0.0
x1486,0.0
x1487,0.0
x1488,0.0
x1489,0.0
x1490,0.0
x1491,0.0
x1492,0.0
x1493,0.0
x1494,0.0
x1495,0.0
x1496,0.0
x1497,0.0
x1498,0.0
x1499,0.0
x1500,0.0
x1501,0.0
x1502,0.0
x1503,0.0
x1504,0.0
x1505,0.0
x1506,0.0
x1507,0.0
x1508,0.0
x1509,0.0
x1510,0.0
x1511,0.0
x1512,0.0
x1513,0.0
x1514,0.0
x1515,0.0
x1516,0.0
x1517,0.0
x1518,0.0
x1519,0.0
x1520,0.0
x1521,0.0
x1522,0.0
x1523,0.0
x1524,0.0
x1525,0.0
x1526,0.0
x1527,0.0
x1528,0.0
x1529,0.0
x1530,0.0
x1531,0.0
x1532,0.0
x1533,0.0
x1534,0.0
x1535,0.0
x1536,0.0
x1537,0.0
x1538,0.0
x1539,0.0
x1540,0.0
x1541,0.0
x1542,0.0
x1543,0.0
x1544,0.0
x1545,0.0
x1546,0.0
x1547,0.0
x1548,0.0
x1549,0.0
x1550,0.0
x1551,0.0
x1552,0.0
x1553,0.0
x1554,0.0
x1555,0.0
x1556,0.0
x1557,0.0
x1558,0.0
x1559,0.0
x1560,0.0
x1561,0.0
x1562,0.0
x1563,0.0
x1564,0.0
x1565,0.0
x1566,0.0
x1567,0.0
x1568,0.0
x1569,0.0
x1570,0.0
x1571,0.0
x1572,0.0
x1573,0.0
x1574,0.0
x1575,0.0
x1576,0.0
x1577,0.0
x1578,0.0
x1579,0.0
x1580,0.0
x1581,0.0
x1582,0.0
x1583,0.0
x1584,0.0
x1585,0.0
x1586,0.0
x1587,0.0
x1588,0.0
x1589,0.0
x1590,0.0
x1591,0.0
x1592,0.0
x1593,0.0
x1594,0.0
x1595,0.0
x1596,0.0
x1597,0.0
x1598,0.0
x1599,0.0
x1600,0.0
x1601,0.0
x1602,0.0
x1603,0.0
x1604,0.0
x1605,0.0
x1606,0.0
x1607,0.0
x1608,0.0
x1609,0.0
x1610,0.0
x1611,0.0
x1612,0.0
x1613,0.0
x1614,0.0
x1615,0.0
x1616,0.0
x1617,0.0
x1618,0.0
x1619,0.0
x1620,0.0
x1621,0.0
x1622,0.0
x1623,0.0
x1624,0.0
x1625,0.0
x1626,0.0
x1627,0.0
x1628,0.0
x1629,0.0
x1630,0.0
x1631,0.0
x1632,0.0
x1633,0.0
x1634,0.0
x1635,0.0
x1636,0.0
x1637,0.0
x1638,0.0
x1639,0.0
x1640,0.0
x1641,0.0
x1642,0.0
x1643,0.0
x1644,0.0
x1645,0.0
x1646,0.0
x1647,0.0
x1648,0.0
x1649,0.0
x1650,0.0
x1651,0.0
x1652,0.0
x1653,0.0
x1654,0.0
x1655,0.0
x1656,0.0
x1657,0.0
x1658,0.0
x1659,0.0
x1660,0.0
x1661,0.0
x1662,0.0
x1663,0.0
x1664,0.0
x1665,0.0
x1666,0.0
x1667,0.0
x1668,0.0
x1669,0.0
x1670,0.0
x1671,0.0
x1672,0.0
x1673,0.0
x1674,0.0
x1675,0.0
x1676,0.0
x1677,0.0
x1678,0.0
x1679,0.0
x1680,0.0
x1681,0.0
x1682,0.0
x1683,0.0
x1684,0.0
x1685,0.0
x1686,0.0
x1687,0.0
x1688,0.0
x1689,0.0
x1690,0.0
x1691,0.0
x1692,0.0
x1693,0.0
x1694,0.0
x1695,0.0
x1696,0.0
x1697,0.0
x1698,0.0
x1699,0.0
x1700,0.0
x1701,0.0
x1702,0.0
x1703,0.0
x1704,0.0
x1705,0.0
x1706,0.0
x1707,0.0
x1708,0.0
x1709,0.0
x1710,0.0
x1711,0.0
x1712,0.0
x1713,0.0
x1714,0.0
x1715,0.0
x1716,0.0
x1717,0.0
x1718,0.0
x1719,0.0
x1720,0.0
x1721,0.0
x1722,0.0
x1723,0.0
x1724,0.0
x1725,0.0
x1726,0.0
x1727,0.0
x1728,0.0
x1729,0.0
x1730,0.0
x1731,0.0
x1732,0.0
x1733,0.0
x1734,0.0
x1735,0.0
x1736,0.0
x1737,0.0
x1738,0.0
x1739,0.0
x1740,0.0
x1741,0.0
x1742,0.0
x1743,0.0
x1744,0.0
x1745,0.0
x1746,0.0
x1747,0.0
x1748,0.0
x1749,0.0
x1750,0.0
x1751,0.0
x1752,0.0
x1753,0.0
x1754,0.0
x1755,0.0
x1756,0.0
x1757,0.0
x1758,0.0
x1759,0.0
x1760,0.0
x1761,0.0
x1762,0.0
x1763,0.0
x1764,0.0
x1765,0.0
x1766,0.0
x1767,0.0
x1768,0.0
x1769,0.0
x1770,0.0
x1771,0.0
x1772,0.0
x1773,0.0
x1774,0.0
x1775,0.0
x1776,0.0
x1777,0.0
x1778,0.0
x1779,0.0
x1780,0.0
x1781,0.0
x1782,0.0
x1783,0.0
x1784,0.0
x1785,0.0
x1786,0.0
x1787,0.0
x1788,0.0
x1789,0.0
x1790,0.0
x1791,0.0
x1792,0.0
x1793,0.0
x1794,0.0
x1795,0.0
x1796,0.0
x1797,0.0
x1798,0.0
x1799,0.0
x1800,0.0
x1801,0.0
x1802,0.0
x1803,0.0
x1804,0.0
x1805,0.0
x1806,0.0
x1807,0.0
x1808,0.0
x1809,0.0
x1810,0.0
x1811,0.0
x1812,0.0
x1813,0.0
x1814,0.0
x1815,0.0
x1816,0.0
x1817,0.0
x1818,0.0
x1819,0.0
x1820,0.0
x1821,0.0
x1822,0.0
x1823,0.0
x1824,0.0
x1825,0.0
x1826,0.0
x1827,0.0
x1828,0.0
x1829,0.0
x1830,0.0
x1831,0.0
x1832,0.0
x1833,0.0
x1834,0.0
x1835,0.0
x1836,0.0
x1837,0.0
x1838,0.0
x1839,0.0
x1840,0.0
x1841,0.0
x1842,0.0
x1843,0.0
x1844,0.0
x1845,0.0
x1846,0.0
x1847,0.0
x1848,0.0
