Time_Index,NENG_CT_NG,NENG_ME_NG,NENGREST_NG,west_north_central_coal,new_england_uranium,NENG_CT_NG_ccs90,NENG_ME_NG_ccs90,NENGREST_NG_ccs90,NENG_CT_NG_ccs100,NENG_ME_NG_ccs100,NENGREST_NG_ccs100,None
247,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
248,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
249,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
250,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
251,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
252,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
253,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
254,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
255,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
256,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
257,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
258,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
259,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
260,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
261,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
262,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
263,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
264,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
265,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
266,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
267,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
268,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
269,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
270,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
271,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
272,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
273,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
